Unnamed: 0,is_vulnerable,appname,average_loc,average_ncloc,average_dit,average_nocc,average_cbo,average_wmc,average_ccn,average_hv
0,0,Bookstack,192.5,162.25,2.0,0.0,9.0,14.25,1.682692307692307,358.47917848220595
1,1,Bookstack,,,,,,,,
2,1,Bookstack,,,,,,,,
3,1,Bookstack,,,,,,,,
4,0,Bookstack,374.5,342.5,1.0,0.0,3.5,36.0,2.258241758241758,333.38943583645687
5,0,Bookstack,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6,0,Bookstack,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
7,0,Bookstack,88.0,61.0,2.0,0.0,3.0,12.0,4.0,424.488444444833
8,0,Bookstack,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
9,0,Bookstack,491.0,378.0,0.0,0.0,14.0,78.0,2.433333333333333,236.7928150831002
10,0,Bookstack,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
11,0,Bookstack,269.0833333333333,234.5,1.5,0.0,6.833333333333333,23.58333333333333,1.465679044924328,165.93348320491995
12,0,Bookstack,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
13,0,Bookstack,421.5,272.0,1.0,0.0,9.5,46.5,1.818181818181818,179.94441340098336
15,0,UVDesk,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
16,1,UVDesk,189.5,183.0,2.0,0.0,6.5,24.0,2.8,345.94774705929825
17,0,UVDesk,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
18,0,UVDesk,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
19,0,UVDesk,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
20,0,Concrete,109.0,90.0,0.0,0.0,1.0,15.0,1.153846153846153,37.56204252406785
21,1,Concrete,,,,,,,,
22,1,Concrete,96.0,84.0,0.0,0.0,1.0,13.0,1.083333333333333,33.818410791450994
23,0,Concrete,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
24,1,Concrete,80.5,66.25,1.0,0.0,2.5,9.25,1.945833333333333,262.5530744938583
25,0,Concrete,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
26,0,Concrete,42.66666666666666,33.666666666666664,2.0,0.0,1.0,5.0,1.888888888888888,151.2279562535434
27,0,Concrete,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
28,0,Concrete,111.4,93.8,0.4,0.0,5.6,15.4,2.530238095238095,176.81042037249816
29,0,Concrete,153.33333333333334,132.33333333333334,2.0,0.0,25.33333333333333,6.0,1.222222222222222,464.2463121393212
30,0,Concrete,59.0,44.0,0.0,0.0,4.0,6.0,1.2,87.9232478528574
31,0,Concrete,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
32,0,Concrete,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
33,0,Concrete,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
34,1,OwnCloud,260.5,190.66666666666663,0.166666666666666,0.166666666666666,6.0,36.16666666666666,3.033700980392157,335.611924613789
35,1,OwnCloud,666.9166666666666,477.5,0.6666666666666661,0.5,1.75,189.5,3.530638946399816,570.3013238045686
36,1,OwnCloud,205.0,170.0,1.0,0.0,3.0,29.5,1.896825396825396,157.04522720315236
37,0,OwnCloud,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
38,0,OwnCloud,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
39,1,OwnCloud,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
40,0,OwnCloud,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
41,1,OwnCloud,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
42,0,OwnCloud,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
43,1,OwnCloud,315.0,236.0,0.0,0.0,11.0,58.0,3.25,375.08510432746766
44,0,OwnCloud,785.0,694.0,0.0,0.0,12.0,156.0,4.433333333333334,599.0583109995299
45,0,OwnCloud,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
46,0,OwnCloud,40.75,38.5,0.5,0.5,1.0,9.5,1.263392857142857,78.87635774681236
47,0,OwnCloud,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
48,0,OwnCloud,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
49,0,OwnCloud,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
50,0,OwnCloud,112.0,95.0,0.0,0.0,6.0,24.0,6.0,1002.0858836448266
51,0,OwnCloud,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
52,0,OwnCloud,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
53,1,OwnCloud,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
54,0,OwnCloud,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
55,0,OwnCloud,522.0,375.0,0.0,0.0,11.0,91.0,4.210526315789473,529.5073516164257
56,0,OwnCloud,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
57,1,OwnCloud,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
58,1,OwnCloud,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
59,1,OwnCloud,249.0,176.83333333333334,1.0,0.0,4.166666666666667,50.833333333333336,3.830392156862745,394.6534464313567
60,1,OwnCloud,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
61,1,OwnCloud,524.6666666666666,433.6666666666667,0.6666666666666661,0.0,12.0,124.66666666666669,5.386363636363636,707.4852785836105
62,1,OwnCloud,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
63,1,OwnCloud,557.0,437.5,0.0,0.0,12.5,90.0,6.681547619047619,1253.751382203116
64,1,OwnCloud,60.0,51.0,2.0,0.0,2.0,9.0,1.2857142857142851,79.57193280408286
65,1,OwnCloud,242.0,136.66666666666666,0.0,0.0,2.0,33.333333333333336,4.088888888888889,373.5321053831496
66,1,OwnCloud,668.0,478.0,0.0,0.0,17.0,103.0,6.0625,707.0518388419667
67,1,OwnCloud,369.5,269.5,1.0,0.0,8.5,54.5,4.5625,593.362507047688
68,1,OwnCloud,688.0,496.0,0.0,0.0,17.0,103.0,6.25,756.2970028835338
69,1,OwnCloud,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
70,0,OwnCloud,361.0,236.5,1.0,0.0,9.5,37.5,2.8888888888888893,259.36794555623135
71,1,OwnCloud,,,,,,,,
72,1,OwnCloud,103.0,90.0,0.0,0.0,28.0,4.0,2.0,1284.7722807274183
73,1,OwnCloud,10.5,9.0,0.0,0.0,0.0,0.5,0.5,74.66939618724
74,1,OwnCloud,1049.0,847.0,0.0,0.0,7.0,151.0,2.126760563380281,222.92594720034955
75,1,OwnCloud,1018.0,827.0,0.0,0.0,7.0,146.0,2.1470588235294112,229.34234354866877
76,0,OwnCloud,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
77,0,OwnCloud,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
78,0,OwnCloud,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
79,0,OwnCloud,32.0,32.0,2.0,0.0,5.0,4.0,2.0,196.716021330461
80,0,OwnCloud,233.5,200.5,0.0,0.0,3.0,48.0,5.781818181818181,656.4481454032039
81,0,OwnCloud,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
82,0,OwnCloud,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
83,0,OwnCloud,413.0,336.0,0.0,0.0,14.0,68.0,5.888888888888889,702.9378603090865
84,0,OwnCloud,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
85,0,OwnCloud,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
86,0,OwnCloud,110.0,108.0,2.0,0.0,4.0,19.0,1.5,153.2168986473451
87,0,OwnCloud,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
88,0,OwnCloud,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
89,0,OwnCloud,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
90,0,OwnCloud,411.0,292.0,0.0,0.0,8.5,61.0,4.571428571428571,516.5955252469158
91,0,OwnCloud,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
92,0,OwnCloud,712.0,449.0,0.0,0.0,14.0,119.0,1.790322580645161,98.29308022970125
93,0,OwnCloud,158.66666666666666,155.66666666666666,2.0,0.0,4.333333333333333,7.0,1.0,340.42196254141174
94,0,OwnCloud,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
95,0,OwnCloud,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
96,0,OwnCloud,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
97,0,OwnCloud,182.0,132.0,2.0,0.0,17.0,31.0,5.4,665.771838598112
98,0,OwnCloud,1657.0,1237.0,0.0,0.0,21.0,198.0,3.530612244897959,456.1121878661575
99,0,OwnCloud,1226.0,930.0,0.0,0.0,20.0,254.0,8.04,1286.6424213694718
100,0,OwnCloud,500.0,366.0,0.0,0.0,14.0,92.0,3.608695652173913,386.73213717311774
101,0,OwnCloud,1185.0,853.0,0.0,0.0,39.0,166.0,3.318181818181818,336.7019862065665
102,0,OwnCloud,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
103,0,OwnCloud,115.5,88.53571428571429,1.2857142857142851,0.071428571428571,3.285714285714285,15.035714285714286,1.877318427370948,209.90040432134973
104,0,OwnCloud,74.5,50.5,0.0,0.0,5.5,8.5,2.166666666666666,131.27018890108468
105,0,OwnCloud,161.0,127.0,2.0,0.0,7.0,9.0,1.5,340.4731743754727
106,0,OwnCloud,677.5,471.5,0.0,0.0,14.5,100.0,2.852813852813852,316.5246653952517
107,0,OwnCloud,390.1666666666667,305.1666666666667,1.0,0.0,15.666666666666666,33.333333333333336,2.135989010989011,421.2612052590319
108,0,OwnCloud,783.0,575.0,0.0,0.0,19.0,119.0,3.40625,358.21534092133675
109,0,OwnCloud,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
110,0,OwnCloud,132.0,129.0,0.0,0.0,5.0,21.0,2.5,385.552550595792
111,0,OwnCloud,165.0,96.0,0.0,0.0,5.0,9.0,1.2857142857142851,129.22409922498343
112,0,OwnCloud,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
113,0,OwnCloud,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
114,0,OwnCloud,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
115,0,OwnCloud,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
116,0,OwnCloud,241.5,190.0,2.0,0.0,3.5,46.5,2.4375,206.08126024726312
117,0,OwnCloud,163.5,117.0,0.0,0.0,5.0,20.0,2.166666666666666,304.72329894582504
118,0,OwnCloud,76.0,58.0,0.0,0.0,2.0,11.0,5.5,499.70167998146
119,0,OwnCloud,293.0,219.0,2.0,0.0,15.0,30.0,3.0,464.4133358305753
120,0,OwnCloud,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
121,0,OwnCloud,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
122,0,OwnCloud,349.0,222.33333333333331,0.6666666666666661,0.0,10.0,38.0,2.500467836257309,231.169175438494
123,0,OwnCloud,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
124,0,OwnCloud,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
125,0,OwnCloud,,,,,,,,
126,0,OwnCloud,235.33333333333331,170.33333333333334,2.0,0.0,1.0,17.333333333333332,1.154843630816171,222.24794291917087
127,0,OwnCloud,367.0,243.0,0.0,0.0,6.0,31.0,1.75,170.87262962793832
128,0,OwnCloud,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
129,0,OwnCloud,,,,,,,,
130,0,OwnCloud,651.0,481.0,2.0,0.0,17.0,27.0,1.125,349.0229687173826
131,0,OwnCloud,455.5,380.0,0.0,0.0,5.5,89.0,2.38265306122449,193.82312041736645
132,0,OwnCloud,747.5,543.25,1.0,0.0,20.75,110.75,4.013780663780664,401.04229291437616
133,0,OwnCloud,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
134,0,OwnCloud,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
135,0,OwnCloud,119.0,75.0,2.0,0.0,6.0,15.0,2.0,101.670034320337
136,0,OwnCloud,188.0,106.66666666666669,0.6666666666666661,0.0,2.333333333333333,23.33333333333333,1.898148148148148,145.84941598761728
137,0,OwnCloud,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
138,0,OwnCloud,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
139,0,OwnCloud,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
140,0,OwnCloud,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
141,0,OwnCloud,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
142,0,OwnCloud,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
143,0,OwnCloud,48.0,31.0,0.0,0.0,1.0,6.0,1.2,33.250172173056
144,0,OwnCloud,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
145,0,OwnCloud,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
146,0,OwnCloud,1034.5,578.5,1.0,0.0,8.5,70.0,1.925499231950845,203.0783253106843
147,0,OwnCloud,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
148,0,OwnCloud,44.0,41.0,2.0,0.0,3.0,3.0,1.0,169.8325224473467
149,0,OwnCloud,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
150,0,OwnCloud,826.0,638.0,0.0,0.0,2.0,172.0,5.333333333333333,516.1484362949316
151,0,OwnCloud,146.8,102.0,1.2,0.0,6.0,15.4,1.713831168831169,136.524728614774
152,0,OwnCloud,601.75,439.75,1.25,0.25,55.75,61.5,2.147154814065835,235.3640914701657
153,0,OwnCloud,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
154,0,Espocrm,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
155,1,Espocrm,60.5,60.5,2.0,0.0,1.0,13.5,4.083333333333334,327.13849863603605
156,1,Espocrm,181.0,180.875,0.75,0.5,3.0,33.375,4.077083333333333,462.56459521220177
157,1,Espocrm,94.0,94.0,2.0,0.0,2.0,24.0,6.666666666666667,574.4107262968694
158,1,Espocrm,67.0,67.0,2.0,0.0,1.5,14.5,6.75,599.3430587895214
159,1,Espocrm,389.3333333333333,389.3333333333333,2.0,0.0,3.0,71.66666666666667,3.898518518518518,386.2819257512832
160,1,Espocrm,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
161,1,Espocrm,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
162,1,Espocrm,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
163,1,Espocrm,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
164,1,Espocrm,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
165,1,Espocrm,360.0,360.0,2.0,0.0,7.0,63.25,4.1036560457516345,455.3508952633075
166,1,Espocrm,417.5,417.5,2.0,0.0,8.0,65.5,3.96875,459.11217909892014
167,1,Espocrm,103.75,103.75,2.0,0.0,2.75,26.25,3.864583333333333,284.51269827125094
168,1,Espocrm,380.0,362.7142857142857,1.428571428571428,0.0,4.714285714285714,77.14285714285714,4.485078492935636,350.104150305067
169,1,Espocrm,469.0,469.0,2.0,0.0,2.5,68.5,2.966666666666666,297.9105874519502
170,1,Espocrm,347.25,346.0,1.5,0.0,3.0,74.25,4.562959558823529,437.9087413136676
171,1,Espocrm,134.66666666666666,134.66666666666666,2.0,0.0,1.166666666666666,19.666666666666668,4.840740740740741,941.9341535882182
172,1,Espocrm,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
173,1,Espocrm,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
174,0,Espocrm,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
175,1,Espocrm,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
176,1,Espocrm,208.66666666666663,208.66666666666663,2.0,0.0,2.0,62.66666666666666,2.572916666666666,206.7097709741081
177,1,Espocrm,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
178,1,Espocrm,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
179,1,Espocrm,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
180,1,Espocrm,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
181,1,Espocrm,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
182,1,Espocrm,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
183,1,Espocrm,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
184,0,Espocrm,112.0,102.5,0.0,0.0,6.5,14.0,3.666666666666667,451.6502873679855
185,1,Espocrm,103.92307692307692,92.46153846153848,0.6153846153846151,0.0,6.615384615384615,13.923076923076923,2.393620268620268,221.3413649868444
186,0,Espocrm,240.0,223.0,0.0,0.0,13.0,35.0,3.090909090909091,227.60803999628104
187,0,Espocrm,434.0,414.0,0.0,0.0,21.0,81.0,15.5,1949.736962739418
188,0,Espocrm,420.5,391.0,0.0,0.0,18.5,72.0,2.884848484848484,221.79263626941187
189,0,Espocrm,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
190,0,Espocrm,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
191,0,Espocrm,285.0,285.0,2.0,0.0,1.0,15.0,3.75,542.9394333204422
192,0,Espocrm,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
193,0,Espocrm,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
194,0,Espocrm,215.0,215.0,0.0,0.0,6.0,27.0,2.6,228.1729498309633
195,0,Espocrm,901.5,767.5,0.0,0.0,22.0,136.0,2.490079365079365,167.5570126119924
196,0,Espocrm,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
197,0,Espocrm,50.0,38.0,2.0,0.0,0.0,5.0,1.666666666666666,161.07429764095068
198,0,Espocrm,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
199,0,Espocrm,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
200,0,Espocrm,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
201,0,Espocrm,72.0,71.0,0.0,0.0,9.0,8.0,4.222222222222222,366.3500933072962
202,0,Espocrm,611.0,610.6666666666666,1.0,0.333333333333333,4.666666666666667,138.0,3.386138958507379,293.2447556155312
203,0,Espocrm,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
204,0,Espocrm,39.0,39.0,2.0,0.0,2.0,9.0,9.0,540.00739783217
205,0,Espocrm,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
206,0,Espocrm,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
207,0,Espocrm,577.0,576.0,2.0,0.0,2.0,110.0,7.916666666666666,892.9738794640353
208,0,Espocrm,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
209,0,Espocrm,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
210,0,Espocrm,258.0,257.25,2.0,0.0,2.0,24.0,3.5,267.780745654232
211,0,Espocrm,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
212,0,Espocrm,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
213,0,Espocrm,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
214,0,Espocrm,151.30769230769232,146.92307692307693,1.692307692307692,0.307692307692307,4.615384615384615,28.846153846153847,2.448321948321948,190.48907837538687
215,0,Espocrm,41.0,41.0,0.0,0.0,5.0,5.0,2.0,347.671486394044
216,0,Espocrm,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
217,0,Espocrm,71.26666666666667,71.2,0.8,0.0,7.733333333333333,6.533333333333333,1.56,145.36315787436223
218,0,Espocrm,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
219,0,Espocrm,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
220,0,Espocrm,143.0,143.0,0.0,0.0,2.0,15.0,3.0,564.6850606648915
221,0,Espocrm,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
222,0,Espocrm,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
223,0,Espocrm,2280.0,2266.0,2.0,0.0,11.0,524.0,5.086956521739131,440.3077576135836
224,0,Espocrm,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
225,0,Espocrm,189.0,183.0,0.0,0.0,16.0,8.0,2.666666666666666,1115.216672396
226,0,Espocrm,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
227,0,Espocrm,527.0,434.0,0.0,0.0,23.0,62.0,1.583333333333333,83.29753984073976
228,0,Espocrm,243.0,243.0,2.0,0.0,2.0,49.0,4.454545454545454,383.1218999153483
229,0,Espocrm,30.75,30.25,1.0,0.0,3.75,4.75,1.25,88.6373033926285
230,0,Espocrm,242.0,230.0,0.0,0.0,2.5,47.0,3.446428571428571,248.27542172324436
231,0,Espocrm,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
232,0,Espocrm,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
233,0,Espocrm,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
234,0,Espocrm,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
235,0,Espocrm,255.0,220.0,0.0,0.0,6.0,43.0,1.894736842105263,147.78656341891315
236,0,Espocrm,26.0,26.0,2.875,0.875,0.0,0.0,0.0,0.0
237,0,Espocrm,144.0,144.0,2.0,0.0,5.0,3.0,1.0,1071.455395400037
238,0,Espocrm,364.0,353.0,2.0,0.0,5.0,68.0,1.7179487179487172,84.38634046123613
239,0,Espocrm,451.5,450.0,2.0,0.0,4.0,38.5,2.5,199.3966609358968
240,0,Espocrm,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
241,0,Espocrm,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
242,0,Espocrm,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
243,0,Espocrm,311.0,311.0,2.0,0.0,6.0,92.0,6.545454545454546,505.024371142518
244,0,Espocrm,16.0,15.0,2.0,0.0,0.0,2.0,1.0,58.0051177899
245,0,Espocrm,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
246,0,Espocrm,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
247,0,Espocrm,382.0,382.0,2.0,0.0,7.0,14.0,1.0,364.3589486075439
248,0,Espocrm,246.0,246.0,0.0,0.0,9.0,43.0,3.272727272727273,234.8460315010291
249,0,Espocrm,88.0,88.0,0.0,0.0,2.0,14.0,4.666666666666667,386.3817445465124
250,0,Espocrm,871.0,871.0,2.0,0.0,15.0,167.0,6.0,740.5270264850117
251,0,Espocrm,231.0,209.0,0.0,0.0,14.0,46.0,5.833333333333333,467.6123346999771
252,0,Espocrm,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
253,0,Espocrm,710.0,692.0,0.0,0.0,20.0,95.0,2.358974358974359,205.49498294784615
254,0,Espocrm,1757.0,1756.0,0.0,0.0,11.0,410.0,5.441176470588236,582.0437723775154
255,0,Espocrm,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
256,0,Espocrm,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
257,0,Espocrm,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
258,0,Espocrm,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
259,0,Espocrm,43.0,43.0,0.0,0.0,1.0,12.0,10.0,1086.8956261426
260,0,Espocrm,3203.0,3166.0,0.0,0.0,18.0,604.0,6.897435897435898,737.661227701481
261,0,Espocrm,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
262,0,Espocrm,235.0,197.75,1.0,0.0,6.25,24.75,1.163690476190476,84.6502454164893
263,0,Espocrm,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
264,0,Espocrm,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
265,0,Espocrm,188.66666666666663,147.0,0.6666666666666661,0.0,9.333333333333334,25.0,1.494318181818181,61.2364625861957
266,0,Espocrm,189.0,135.0,0.0,0.0,5.0,23.0,2.333333333333333,160.30632619629645
267,0,Espocrm,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
268,0,Espocrm,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
269,0,Espocrm,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
270,0,Espocrm,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
271,0,Espocrm,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
272,0,Espocrm,267.0,266.0,2.0,0.0,8.0,41.0,2.666666666666666,243.3524004453909
273,0,Filegator,583.5,557.0,1.0,0.0,3.0,58.5,1.5192307692307692,222.0370800234637
274,0,Filegator,197.0,197.0,0.0,0.0,4.0,40.0,2.4,166.0247324782351
275,1,Filegator,129.5,129.5,0.5,0.5,2.5,23.0,1.799999999999999,173.3119892089554
276,0,Filegator,409.0,404.0,1.0,0.0,6.5,21.0,2.5,454.5037154733132
277,0,Filegator,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
278,0,Filegator,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
