Unnamed: 0,is_vulnerable,appname,average_loc,average_ncloc,average_dit,average_nocc,average_cbo,average_wmc,average_ccn,average_hv
744,1,Kanboard,133.14705882352942,95.58823529411764,1.529411764705882,0.647058823529411,2.5,10.882352941176473,1.451119075081012,561.6590004309905
745,1,Kanboard,142.44,100.84,2.54,0.8300000000000001,1.65,13.92,1.918145717595844,318.4169724395288
746,1,Kanboard,298.8,241.0,2.0,0.0,2.6,25.0,1.905770308123248,499.1297580027728
747,1,Kanboard,171.0,126.0,2.0,0.0,2.0,17.0,2.285714285714285,332.08397150780814
748,1,Kanboard,,,,,,,,
749,1,Kanboard,,,,,,,,
750,1,Kanboard,176.03703703703704,131.1851851851852,1.814814814814814,1.666666666666666,0.8888888888888881,19.11111111111111,1.955025158211432,216.38550109426728
751,0,Kanboard,529.0,277.0,0.0,0.0,4.0,39.0,1.461538461538461,91.85318278516615
752,1,Kanboard,,,,,,,,
753,1,Kanboard,175.78571428571428,69.21428571428571,1.071428571428571,0.142857142857142,2.5,28.928571428571427,1.51884994803714,244.7908674304853
754,0,Kanboard,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
755,1,Kanboard,76.0,74.0,1.333333333333333,0.0,10.666666666666666,4.333333333333333,1.666666666666666,375.9437977253778
756,1,Kanboard,111.8181818181818,86.0,1.09090909090909,0.0,2.181818181818181,10.0,1.701170798898071,1112.3434358998106
757,1,Kanboard,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
758,0,Kanboard,321.0,274.0,2.0,0.0,2.0,62.0,2.8,147.21392410425676
759,0,Kanboard,145.0,123.0,2.0,0.0,1.0,15.0,3.75,589.48765199513
760,1,Kanboard,,,,,,,,
761,1,Kanboard,169.30769230769232,126.14102564102564,2.230769230769231,1.141025641025641,1.217948717948717,17.346153846153847,2.100021247815366,369.476769811096
762,1,Kanboard,124.15789473684212,97.84210526315788,1.31578947368421,0.631578947368421,3.263157894736842,8.894736842105264,1.924498746867168,431.71356034343216
763,1,Kanboard,136.0,114.0,2.0,0.0,0.0,13.0,3.0,550.90293589594
764,0,Kanboard,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
765,1,Kanboard,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
766,1,Kanboard,168.5,165.5,2.0,0.0,0.5,21.0,1.270833333333333,178.4523854757265
767,0,Kanboard,129.5,90.5,2.0,0.0,2.0,13.0,2.233333333333333,284.7952186757111
768,1,Kanboard,,,,,,,,
769,1,Kanboard,81.0576923076923,70.42307692307692,2.230769230769231,0.7884615384615381,1.115384615384615,9.961538461538462,1.463083014403436,92.22810805205292
770,1,Kanboard,166.88888888888889,123.88888888888889,1.333333333333333,0.222222222222222,4.888888888888889,10.444444444444445,1.331746031746031,421.5638722131503
771,0,Kanboard,357.0,179.0,0.0,0.0,17.0,38.0,1.608695652173913,55.14025378712687
772,1,Kanboard,139.82958199356912,105.81993569131832,1.17684887459807,0.342443729903537,2.565916398713826,14.508038585209004,1.665346885268915,153.59845166800218
773,0,Kanboard,84.0,84.0,2.0,0.0,3.0,3.5,1.333333333333333,100.65101433575458
774,0,Kanboard,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
775,0,Kanboard,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
776,0,Kanboard,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
777,0,Kanboard,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
778,0,Kanboard,364.7272727272728,326.09090909090907,2.0,0.0,5.909090909090909,15.545454545454543,1.347902097902098,926.6107860982728
779,0,Kanboard,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
780,0,Kanboard,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
781,0,Kanboard,162.5,102.5,2.0,0.0,0.5,18.0,1.519047619047619,111.32710034289936
782,0,Kanboard,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
783,0,Kanboard,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
784,0,Kanboard,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
785,0,Kanboard,214.0,148.0,1.5,0.0,3.125,17.0,1.4541666666666662,225.62524321147325
786,0,Kanboard,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
787,0,Kanboard,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
788,0,Kanboard,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
789,0,Kanboard,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
790,0,Kanboard,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
791,0,Kanboard,33.5,33.5,2.0,0.0,1.5,2.0,1.0,238.62931481554332
792,0,Kanboard,,,,,,,,
793,0,Kanboard,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
794,0,Kanboard,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
795,0,Kanboard,271.6666666666667,225.33333333333331,1.0,0.333333333333333,4.666666666666667,13.666666666666666,1.583333333333333,462.3255250062377
796,0,Kanboard,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
797,0,Kanboard,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
798,0,Kanboard,100.0,59.0,2.0,0.0,0.0,9.0,1.8,197.4304396264516
799,0,Kanboard,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
800,0,Kanboard,83.0,64.0,2.0,0.0,5.0,6.0,2.0,389.46545276347
801,0,Kanboard,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
802,0,Kanboard,145.0,138.0,0.0,0.0,35.0,4.0,1.0,479.1147627496148
803,0,Kanboard,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
804,0,Kanboard,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
805,0,Kanboard,130.5,85.5,1.75,0.25,0.5,17.75,1.92156862745098,139.1286827213521
806,0,Kanboard,201.66666666666663,150.66666666666666,2.0,0.0,8.0,13.0,1.44074074074074,466.4611748592131
807,0,Kanboard,118.33333333333331,92.66666666666669,2.0,0.0,3.0,9.333333333333334,1.666666666666666,275.4474665154644
808,0,Kanboard,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
809,0,Kanboard,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
810,0,Kanboard,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
811,0,Kanboard,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
812,0,Kanboard,363.0,258.0,2.0,0.0,12.0,16.0,1.142857142857142,223.11489027910648
813,0,Kanboard,110.0,69.0,2.0,0.0,0.0,9.0,1.8,279.31722771997767
814,0,Kanboard,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
815,0,Kanboard,170.0,97.0,2.0,0.0,5.0,15.0,1.363636363636363,96.62102120043174
816,0,Kanboard,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
817,0,Kanboard,42.0,36.0,0.0,0.0,22.0,1.0,1.0,548.01205015289
818,0,Kanboard,149.66666666666666,109.0,2.0,0.0,1.333333333333333,15.333333333333334,2.263157894736842,440.4193960923984
819,0,Kanboard,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
820,0,Kanboard,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
821,0,Kanboard,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
822,0,Kanboard,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
823,0,Kanboard,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
824,0,Kanboard,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
825,0,Kanboard,108.0,108.0,2.0,0.0,8.0,3.0,1.0,1472.2425429962568
826,0,Kanboard,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
827,0,Kanboard,293.5,190.25,0.25,0.5,4.25,30.0,1.927106227106227,136.23230721633308
828,0,Kanboard,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
829,0,Kanboard,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
830,0,Kanboard,260.0,253.0,2.0,0.0,7.0,12.0,1.09090909090909,515.7768427162172
831,0,Kanboard,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
832,0,Kanboard,445.3333333333333,379.6666666666667,0.6666666666666661,0.0,3.333333333333333,67.33333333333333,5.502923976608187,435.6375792814793
833,0,Kanboard,,,,,,,,
834,0,Kanboard,412.0,339.0,2.0,0.0,2.0,49.0,3.1428571428571432,451.91652910903576
835,0,Kanboard,100.0,66.0,2.0,0.0,1.0,7.0,1.75,167.54902569408276
836,0,Kanboard,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
837,0,Kanboard,71.66666666666667,71.66666666666667,1.666666666666666,0.333333333333333,7.333333333333333,5.0,1.5,628.9490461904982
838,0,Kanboard,43.0,28.0,2.0,0.0,2.0,3.0,1.0,101.80920271039236
839,0,Kanboard,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
840,0,Kanboard,45.0,27.0,0.0,0.0,3.0,5.0,1.666666666666666,65.15880904989334
841,0,Kanboard,309.0,178.0,0.0,0.0,7.0,31.0,1.866666666666666,130.92216902046434
842,0,Kanboard,194.5,127.75,2.0,0.25,3.375,16.0,1.216982323232323,267.9297399357823
843,0,Kanboard,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
844,0,Kanboard,349.0,247.0,2.0,0.0,0.5,35.0,1.622222222222222,158.49954885556943
845,0,Kanboard,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
846,0,Kanboard,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
847,0,Kanboard,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
848,0,Kanboard,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
849,0,Kanboard,152.0,128.0,0.0,0.0,2.0,2.0,2.0,9909.0724258325
850,0,Kanboard,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
851,0,Kanboard,249.0,183.9090909090909,0.636363636363636,0.272727272727272,2.454545454545454,21.63636363636364,1.913259601361205,266.66218955603
852,0,Kanboard,64.0,39.0,0.0,0.0,1.0,9.0,1.666666666666666,183.8056243748427
853,0,Kanboard,219.2142857142857,179.5,1.071428571428571,0.214285714285714,2.5,15.285714285714286,2.143019480519481,227.73564275486004
854,0,Kanboard,252.0,163.0,2.0,0.0,1.0,30.0,2.875,329.7735791469749
855,0,Kanboard,353.5,300.0,2.0,0.0,1.5,28.25,1.955802968960863,336.6868182768437
856,0,Kanboard,100.0,72.0,2.0,0.0,2.0,5.666666666666667,1.7000000000000002,517.4235620868891
857,0,Kanboard,456.0,280.0,2.0,0.0,12.0,39.0,1.583333333333333,151.17864988402306
858,0,Kanboard,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
859,0,Kanboard,262.0,163.0,2.0,0.0,3.0,29.0,1.8,136.35585395445057
860,0,Kanboard,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
861,0,Kanboard,179.0,147.0,0.0,0.0,3.0,2.0,2.0,8392.6504579775
862,0,Kanboard,374.3333333333333,370.6666666666667,1.333333333333333,0.0,4.666666666666667,34.333333333333336,1.206060606060606,205.122422666788
863,0,Kanboard,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
864,0,Kanboard,305.5,237.0,2.0,0.0,9.0,14.0,1.052631578947368,674.4180873038756
865,0,Kanboard,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
866,0,Kanboard,263.0,149.0,2.0,0.0,2.0,22.0,1.166666666666666,62.84107048517737
867,0,Kanboard,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
868,0,Kanboard,84.0,84.0,2.0,0.0,18.0,5.0,1.666666666666666,617.5858662569926
869,0,Kanboard,254.4,198.6,1.2,0.0,5.8,33.8,2.424975024975025,552.9558011471186
870,0,Kanboard,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
871,0,Kanboard,101.5,84.0,1.666666666666666,0.333333333333333,2.5,7.666666666666667,1.395833333333333,281.5405871735323
872,0,Kanboard,93.0,55.0,2.0,0.0,1.0,7.0,1.0,69.39281298065599
873,0,Kanboard,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
874,0,Kanboard,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
875,0,Kanboard,656.6666666666666,526.0,2.0,0.0,5.0,49.66666666666666,2.23313492063492,774.7601006235194
876,0,Kanboard,63.2,62.0,1.6,0.0,5.8,7.8,1.071428571428571,212.10163932406584
877,0,Kanboard,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
878,0,Kanboard,73.0,73.0,2.0,0.0,4.0,13.0,2.0,235.476331123119
879,0,Kanboard,691.0,359.0,0.0,0.0,7.0,56.0,1.485714285714285,108.1059614750281
880,0,Kanboard,180.75,113.75,2.0,0.5,1.5,24.75,1.9579831932773104,148.49499136985037
881,0,Kanboard,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
882,0,Kanboard,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
883,0,Kanboard,203.0,193.0,2.0,0.0,2.0,24.0,2.0,347.834994081409
884,0,Kimai,194.3913043478261,177.2173913043478,2.217391304347826,0.304347826086956,7.695652173913044,18.30434782608696,2.211279913610527,343.48029763518315
885,1,Kimai,241.25,222.5,1.5,0.0,9.25,23.5,1.663690476190476,293.0180403577434
886,1,Kimai,298.57142857142856,277.0357142857143,2.75,0.785714285714285,7.214285714285714,20.321428571428573,1.405153687056263,375.0403991164093
887,1,Kimai,141.875,118.5,1.625,0.0,5.75,11.5625,1.292522321428571,240.040913198919
888,1,Kimai,354.53333333333336,312.4,2.2,0.333333333333333,10.533333333333331,32.06666666666667,2.680690806193844,425.5218622944736
889,1,Kimai,290.25,241.0,2.0,0.5,21.0,39.5,1.669160549595332,134.53787447691704
890,1,Kimai,,,,,,,,
891,1,Kimai,,,,,,,,
892,1,Kimai,90.0,70.75,1.75,0.25,3.0,9.25,2.295454545454545,490.7979320419512
893,1,Kimai,54.642857142857146,46.35714285714285,2.928571428571428,0.928571428571428,1.642857142857142,4.857142857142857,1.648809523809523,460.569548262339
894,1,Kimai,90.0,83.0,2.0,0.0,2.5,8.0,3.75,1259.3703386847626
895,1,Kimai,168.14285714285714,149.92857142857142,1.7857142857142851,0.071428571428571,6.714285714285714,18.071428571428573,2.619268409118033,449.3809488375344
896,1,Kimai,,,,,,,,
897,1,Kimai,317.35714285714283,280.7857142857143,1.428571428571428,0.0,11.428571428571429,29.071428571428573,1.896260421606044,302.1511423425709
898,1,Kimai,,,,,,,,
899,1,Kimai,156.0909090909091,117.1818181818182,1.954545454545454,0.227272727272727,5.454545454545454,14.272727272727272,1.658099665486029,208.76129861790756
900,1,Kimai,132.66666666666666,82.0,1.333333333333333,0.0,3.333333333333333,10.0,1.666666666666666,282.45150685171325
901,1,Kimai,43.0,37.333333333333336,1.666666666666666,0.0,2.5,3.666666666666666,1.5,218.78024346237305
902,1,Kimai,419.0,324.75,1.5,0.0,8.25,44.0,3.188636363636363,805.9956819925218
903,1,Kimai,,,,,,,,
904,1,Kimai,170.5,133.25,1.883333333333333,0.216666666666666,6.216666666666667,15.366666666666667,1.883416999666999,330.31321136949487
905,1,Kimai,36.625,32.25,2.875,0.875,1.375,5.125,1.386363636363636,102.9526268182884
906,1,Kimai,233.11111111111111,211.66666666666663,1.777777777777777,0.0,6.444444444444445,23.444444444444443,4.299605023742955,781.4893891387087
907,1,Kimai,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
908,1,Kimai,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
909,1,Kimai,166.9,150.7,1.2,0.0,6.6,13.9,1.594155844155844,272.40609847206014
910,0,Kimai,388.6666666666667,357.3333333333333,2.0,0.0,17.666666666666668,37.0,2.527274119642541,432.1096766216056
911,1,Kimai,153.68333333333334,136.05,2.016666666666666,0.216666666666666,6.55,13.933333333333334,2.075940589481611,317.72375218432023
912,1,Kimai,254.8181818181818,226.3636363636364,1.772727272727272,0.045454545454545,8.818181818181818,25.318181818181817,2.274612193362193,272.93895524050674
913,1,Kimai,213.5,197.5,2.0,0.0,10.5,20.5,3.1,571.125251693076
914,1,Kimai,173.8181818181818,153.03030303030303,1.5151515151515151,0.0,5.484848484848484,17.242424242424242,2.078176846576056,210.35354439702144
915,0,Kimai,88.75,78.0,1.0,0.0,2.25,7.25,1.541666666666666,224.2058763705402
916,1,Kimai,63.0,38.0,2.0,0.0,3.0,6.0,1.5,90.47342376224977
917,1,Kimai,105.4,89.4,1.2,0.0,2.4,6.2,1.216666666666666,140.4272686997287
918,0,Kimai,215.125,195.625,2.0,0.0,9.125,23.0,2.587043226381461,320.1785216211825
919,1,Kimai,275.55,242.65,2.05,0.35,11.45,28.9,2.009013943046201,466.9022881336724
920,1,Kimai,162.94736842105263,134.8421052631579,1.263157894736842,0.0,4.789473684210526,20.473684210526315,2.555154774460391,321.9647160793301
921,1,Kimai,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
922,1,Kimai,153.75,113.5,2.0,0.0,8.583333333333334,14.833333333333334,1.526034613534613,209.00708286553072
923,1,Kimai,,,,,,,,
924,1,Kimai,,,,,,,,
925,1,Kimai,186.13432835820896,162.8955223880597,2.164179104477611,0.402985074626865,8.477611940298507,16.597014925373134,1.700762550278832,337.462197395891
926,1,Kimai,233.56666666666663,208.63333333333333,1.75,0.216666666666666,9.0,26.4,2.572901367506026,434.51391371699145
927,1,Kimai,97.72,88.24,2.2,0.36,5.44,11.84,2.9226666666666663,409.2397490911521
928,1,Kimai,88.0,63.75,2.0,0.0,4.5,10.625,2.091666666666667,131.888023310741
929,1,Kimai,141.97,120.47,1.67,0.15,6.98,13.17,1.871157560040125,285.7382367660522
930,0,Kimai,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
931,1,Kimai,213.8181818181818,174.54545454545453,2.0,0.0,11.909090909090908,18.363636363636363,2.54796718433082,464.6507273981426
932,1,Kimai,188.0,152.57142857142858,1.142857142857142,0.0,7.142857142857143,25.285714285714285,4.334811165845648,699.8181833525699
933,0,Kimai,336.3333333333333,291.6666666666667,2.333333333333333,0.333333333333333,15.333333333333334,49.0,3.040257648953301,296.9150424663854
934,1,Kimai,131.04347826086956,117.41304347826087,1.695652173913043,0.304347826086956,5.630434782608695,10.73913043478261,1.532853756020232,275.026362637921
935,1,Kimai,275.1666666666667,219.9333333333333,1.2,0.0,9.8,32.7,2.506529789172104,280.88400356364804
936,0,Kimai,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
937,0,Kimai,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
938,0,Kimai,71.75,53.75,2.0,0.0,6.5,6.0,1.419642857142857,161.7967537274915
939,0,Kimai,138.27272727272728,127.95454545454544,1.181818181818181,0.181818181818181,7.045454545454546,9.590909090909092,1.765990259740259,358.10461158963886
940,0,Kimai,148.5,139.0,1.0,0.0,4.0,11.0,1.7857142857142851,612.970174513358
941,0,Kimai,95.0,77.5,2.0,0.0,1.5,9.0,1.75,89.45963980928741
942,0,Kimai,,,,,,,,
943,0,Kimai,478.0769230769231,453.38461538461536,1.615384615384615,0.076923076923076,9.307692307692308,31.692307692307693,1.835354632273051,480.6011628744872
944,0,Kimai,153.63636363636363,141.54545454545453,1.454545454545454,0.0,11.727272727272728,17.818181818181817,2.2459330143540672,401.9152891420637
945,0,Kimai,155.0,121.0,2.0,0.0,16.0,14.0,1.2,153.2328565102409
946,0,Kimai,281.0,267.0,2.0,0.0,5.0,39.0,3.181818181818181,307.6039976632937
947,0,Kimai,582.3333333333334,508.0,1.333333333333333,0.0,14.666666666666666,73.0,3.434937611408199,516.7796605984021
948,0,Kimai,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
949,0,Kimai,102.75,87.5,1.0,0.0,5.0,14.25,2.317460317460317,276.13369151060743
950,0,Kimai,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
951,0,Kimai,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
952,0,Kimai,98.0,85.0,2.0,0.0,6.0,10.0,3.333333333333333,477.11663788209495
953,0,Kimai,77.0,76.16666666666667,2.833333333333333,0.833333333333333,7.125,4.5,1.534722222222222,484.1115747429713
954,0,Kimai,49.0,47.5,1.0,0.0,5.5,4.5,1.833333333333333,650.1817196498657
955,0,Kimai,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
956,0,Kimai,135.5,112.5,2.0,0.0,7.0,14.0,2.285714285714285,286.12943791187496
957,0,Kimai,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
958,0,Kimai,92.66666666666669,89.0,1.333333333333333,0.0,5.0,5.333333333333333,1.833333333333333,354.2427269487018
959,0,Kimai,116.25,105.625,1.0,0.0,8.125,10.125,3.145833333333333,822.1780855924493
960,0,Kimai,86.0,84.0,2.0,0.0,4.0,9.0,3.0,392.06537766906
961,0,Kimai,37.0,37.0,2.0,0.0,1.0,3.0,1.0,179.26459759336265
962,0,Kimai,135.6,126.4,1.4,0.0,6.8,18.8,1.751578947368421,583.8990000588662
963,0,Kimai,86.5,66.0,2.0,0.0,5.75,9.0,1.9732142857142847,177.0180932064446
964,0,Kimai,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
965,0,Kimai,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
966,0,Kimai,377.61538461538464,349.2307692307692,1.846153846153846,0.153846153846153,8.538461538461538,27.07692307692308,1.926125886995452,405.0182347872623
967,0,Kimai,349.2,292.2,1.8,0.2,7.2,36.2,1.685342995169082,250.2653888397042
968,0,Kimai,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
969,0,Kimai,35.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0
970,0,Kimai,129.625,117.25,1.803571428571428,0.267857142857142,6.767857142857143,14.339285714285714,3.311064422732655,294.5129592717661
971,0,Kimai,507.6666666666667,423.3333333333333,1.333333333333333,0.0,26.0,56.333333333333336,2.547979797979798,346.84856216109574
972,0,Kimai,117.0,101.0,0.0,0.0,3.0,21.0,4.5,384.08126310359
973,0,Kimai,99.5,83.0,1.0,0.0,2.0,5.5,2.0,846.8333765549035
974,0,Kimai,626.5,612.5,2.0,0.0,11.0,34.5,2.018518518518518,377.9936956965254
975,0,Kimai,39.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0
976,0,Kimai,,,,,,,,
977,0,Kimai,138.33333333333334,127.66666666666669,2.0,0.0,7.5,18.666666666666668,2.7870370370370363,341.91373129109934
978,0,Kimai,53.5,52.25,0.5,0.0,7.5,7.5,1.6875,148.5054744384363
979,0,Kimai,41.5,37.5,1.0,0.0,5.0,6.5,2.75,506.8808352446949
980,0,Kimai,35.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0
981,0,Kimai,84.15789473684211,64.26315789473684,2.210526315789474,0.5263157894736841,6.947368421052632,8.68421052631579,1.266145627225959,103.12257592803506
982,0,Kimai,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
983,0,Kimai,68.15384615384616,63.07692307692308,1.692307692307692,0.0,4.769230769230769,8.923076923076923,1.7487179487179492,237.59852270953436
984,0,Kimai,138.0,132.0,0.0,0.0,6.0,25.0,3.0,406.83362346412287
985,0,Kimai,182.66666666666663,128.5,2.0,0.0,9.666666666666666,17.666666666666668,1.5906084656084651,202.7166679212048
986,0,Kimai,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
987,0,Kimai,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
988,0,Kimai,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
989,0,Kimai,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
990,0,Kimai,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
991,0,Kimai,90.86363636363636,67.83333333333333,1.9090909090909087,0.333333333333333,3.969696969696969,8.25,1.494071500157991,140.19680821459795
992,0,Kimai,388.0,284.0,2.0,0.0,13.166666666666666,31.166666666666668,2.537626262626263,385.64417245922937
993,0,Kimai,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
994,0,Kimai,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
995,0,Kimai,,,,,,,,
996,0,Kimai,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
997,0,Kimai,135.0,72.0,2.0,0.0,8.0,7.0,1.0,102.3271879763953
998,0,Kimai,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
999,0,Kimai,288.0,253.0,2.0,0.0,13.0,27.0,3.428571428571428,720.3945359734322
1000,0,Kimai,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1001,0,Kimai,158.0,139.36,2.16,0.36,6.34,13.48,1.493924471727103,221.34349280561128
1002,0,Kimai,86.0,82.0,2.0,0.0,0.0,15.0,4.666666666666667,579.0833574032323
1003,0,Kimai,86.33333333333333,62.333333333333336,2.0,0.0,7.0,5.333333333333333,1.333333333333333,225.54928745032544
1004,0,Kimai,116.66666666666669,112.33333333333331,1.333333333333333,0.0,2.666666666666666,15.333333333333334,1.484848484848485,138.9699025026031
1005,0,Kimai,74.5,57.5,1.0,0.0,4.5,8.5,2.083333333333333,192.73151289001632
1006,0,Kimai,348.0,256.5,1.0,0.0,10.0,32.5,1.566810344827586,361.4744154803668
1007,0,Kimai,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1008,0,Kimai,149.0,90.33333333333331,1.111111111111111,0.0,4.222222222222222,13.0,1.602469135802469,155.90262991114946
1009,0,Kimai,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1010,0,Kimai,35.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0
1011,0,Kimai,116.0,65.57142857142857,1.2857142857142851,0.142857142857142,4.142857142857143,7.857142857142857,1.214285714285714,175.32034170433508
1012,0,Kimai,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1013,0,Kimai,311.44444444444446,240.77777777777777,2.0,0.222222222222222,15.88888888888889,37.333333333333336,2.626997354497354,272.7304949629498
1014,0,Kimai,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
