Unnamed: 0,is_vulnerable,days_after_creation,past_contributions,ratio_past_contributions,new_author,past_contributions_30_days,ratio_past_contributions_30_days,dmm_unit_size,dmm_unit_complex,dmm_unit_interf,fix,touched_files,past_authors,sum_added_lines,mean_added_lines,med_added_lines,sum_deleted_lines,mean_deleted_lines,med_deleted_lines,sum_hunks,mean_hunks,med_hunks,sum_previous_changes,mean_previous_changes,med_previous_changes,sum_days_since_creation,mean_days_since_creation,med_days_since_creation,nr_of_blacklisted,appname,average_loc,average_ncloc,average_dit,average_nocc,average_cbo,average_wmc,average_ccn,average_hv,author_info.public_repos,author_info.followers,author_info.following,author_info.public_gists,time_difference
20,0,2217,41,0.0015765593,0,6,0.0273972603,1.0,1.0,1.0,1,1.0,4.0,22.0,22.0,22.0,9.0,9.0,9.0,5.0,5.0,5.0,20.0,20.0,20.0,2377.0,2377.0,2377.0,0.0,Concrete,109.0,90.0,0.0,0.0,1.0,15.0,1.153846153846153,37.56204252406785,176.0,62.0,8.0,8.0,3188.0
22,1,1153,190,0.0096879462,0,6,0.0301507538,0.0,0.0,0.0,1,1.0,4.0,18.0,18.0,18.0,2.0,2.0,2.0,1.0,1.0,1.0,19.0,19.0,19.0,1313.0,1313.0,1313.0,0.0,Concrete,96.0,84.0,0.0,0.0,1.0,13.0,1.083333333333333,33.818410791450994,176.0,62.0,8.0,8.0,2124.0
24,1,2085,3946,0.1553849183,0,3,0.0612244898,0.0,1.0,1.0,0,10.0,32.0,124.0,12.4,10.0,51.0,7.2857142857,5.0,16.0,1.6,1.0,721.0,72.1,22.5,25788.0,2578.8,2431.0,0.0,Concrete,80.5,66.25,1.0,0.0,2.5,9.25,1.945833333333333,262.5530744938583,220.0,588.0,30.0,20.0,3092.0
26,0,1509,3116,0.1408361582,0,86,0.3856502242,0.3518518519,1.0,1.0,0,3.0,5.0,105.0,35.0,22.0,0.0,0.0,0.0,4.0,1.3333333333,1.0,17.0,17.0,17.0,1533.0,1533.0,1533.0,0.0,Concrete,42.66666666666666,33.666666666666664,2.0,0.0,1.0,5.0,1.888888888888888,151.2279562535434,220.0,588.0,30.0,20.0,2516.0
28,0,3438,16609,0.5357223495,0,34,0.5573770492,0.1666666667,0.0,1.0,1,6.0,6.0,51.0,8.5,8.0,19.0,3.1666666667,1.5,13.0,2.1666666667,2.0,29.0,4.8333333333,2.5,7933.0,1322.1666666667,1091.0,0.0,Concrete,111.4,93.8,0.4,0.0,5.6,15.4,2.530238095238095,176.81042037249816,6.0,105.0,0.0,2.0,4660.0
30,0,244,653,0.0553202304,0,7,0.0212121212,1.0,1.0,1.0,0,1.0,6.0,10.0,10.0,10.0,0.0,0.0,0.0,1.0,1.0,1.0,25.0,25.0,25.0,2331.0,2331.0,2331.0,0.0,Concrete,59.0,44.0,0.0,0.0,4.0,6.0,1.2,87.9232478528574,220.0,588.0,30.0,20.0,1251.0
34,1,-158,146,0.0450200432,0,45,0.1339285714,0.1111111111,0.2828282828,0.9898989899,0,7.0,13.0,206.0,29.4285714286,5.0,43.0,6.1428571429,5.0,17.0,2.4285714286,2.0,144.0,20.5714285714,19.0,1061.0,212.2,173.0,0.0,OwnCloud,260.5,190.66666666666663,0.166666666666666,0.166666666666666,6.0,36.16666666666666,3.033700980392157,335.611924613789,41.0,29.0,5.0,8.0,376.0
47,0,-77,363,0.0764049674,0,68,0.1011904762,0.0,1.0,1.0,1,1.0,3.0,9.0,9.0,9.0,3.0,3.0,3.0,2.0,2.0,2.0,6.0,6.0,6.0,303.0,303.0,303.0,0.0,OwnCloud,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,302.0,173.0,0.0,5.0,167.0
55,0,-96,281,0.0644643267,0,97,0.1407837446,0.0,0.0,1.0,1,1.0,8.0,3.0,3.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,67.0,67.0,67.0,288.0,288.0,288.0,0.0,OwnCloud,522.0,375.0,0.0,0.0,11.0,91.0,4.210526315789473,529.5073516164257,26.0,22.0,12.0,3.0,516.0
62,1,-335,66,0.0371412493,0,66,0.265060241,1.0,1.0,1.0,0,6.0,21.0,56.0,11.2,2.0,36.0,9.0,1.5,7.0,1.1666666667,1.0,70.0,17.5,11.0,825.0,206.25,117.0,0.0,OwnCloud,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,7.0,27.0,10.0,5.0,-337.0
63,1,35,106,0.0147550111,0,15,0.0311850312,1.0,1.0,1.0,0,3.0,54.0,30.0,10.0,1.0,7.0,2.3333333333,2.0,4.0,1.3333333333,1.0,412.0,137.3333333333,90.0,1834.0,611.3333333333,531.0,0.0,OwnCloud,557.0,437.5,0.0,0.0,12.5,90.0,6.681547619047619,1253.751382203116,74.0,230.0,44.0,16.0,459.0
65,1,-455,235,0.373015873,0,18,0.6923076923,1.0,1.0,1.0,0,3.0,7.0,146.0,48.6666666667,41.0,8.0,2.6666666667000003,1.0,5.0,1.6666666667,2.0,41.0,13.6666666667,14.0,212.0,70.6666666667,85.0,0.0,OwnCloud,242.0,136.66666666666666,0.0,0.0,2.0,33.333333333333336,4.088888888888889,373.5321053831496,302.0,173.0,0.0,5.0,-211.0
67,1,-140,182,0.0529839884,0,71,0.2482517483,1.0,1.0,1.0,0,4.0,6.0,42.0,14.0,18.0,42.0,10.5,10.0,12.0,3.0,1.0,96.0,24.0,26.0,610.0,152.5,127.5,0.0,OwnCloud,369.5,269.5,1.0,0.0,8.5,54.5,4.5625,593.362507047688,41.0,29.0,5.0,8.0,394.0
69,1,-109,48,0.0117965102,0,9,0.0141065831,1.0,1.0,0.0,0,1.0,7.0,8.0,8.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,30.0,30.0,30.0,266.0,266.0,266.0,0.0,OwnCloud,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,63.0,43.0,6.0,14.0,853.0
72,1,1277,1112,0.036192026,0,50,0.0577367206,1.0,1.0,1.0,1,3.0,8.0,73.0,36.5,36.5,17.0,8.5,8.5,5.0,1.6666666667,2.0,44.0,14.6666666667,11.0,310.0,103.3333333333,96.0,0.0,OwnCloud,103.0,90.0,0.0,0.0,28.0,4.0,2.0,1284.7722807274183,74.0,230.0,44.0,16.0,1701.0
73,1,1186,36,0.0012604601,0,18,0.032967033,0.0,1.0,0.6363636364,0,9.0,5.0,1230.0,136.6666666667,27.0,1047.0,1047.0,1047.0,9.0,1.0,1.0,46.0,15.3333333333,5.0,327.0,109.0,109.0,0.0,OwnCloud,10.5,9.0,0.0,0.0,0.0,0.5,0.5,74.66939618724,17.0,6.0,2.0,9.0,413.0
74,1,1182,34,0.0011933174,0,19,0.0332749562,1.0,1.0,1.0,0,3.0,5.0,23.0,7.6666666667,9.0,9.0,4.5,4.5,7.0,2.3333333333,1.0,51.0,17.0,14.0,148.0,49.3333333333,41.0,0.0,OwnCloud,1049.0,847.0,0.0,0.0,7.0,151.0,2.126760563380281,222.92594720034955,17.0,6.0,2.0,9.0,409.0
75,1,1180,29,0.0010206596,0,14,0.0268199234,0.4848484848,1.0,0.6060606061,0,3.0,5.0,150.0,50.0,30.0,8.0,8.0,8.0,7.0,2.3333333333,1.0,41.0,20.5,20.5,142.0,71.0,71.0,0.0,OwnCloud,1018.0,827.0,0.0,0.0,7.0,146.0,2.1470588235294112,229.34234354866877,17.0,6.0,2.0,9.0,407.0
83,0,1251,4569,0.1522746209,0,272,0.3902439024,0.0,0.0,1.0,0,1.0,6.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,27.0,27.0,27.0,172.0,172.0,172.0,0.0,OwnCloud,413.0,336.0,0.0,0.0,14.0,68.0,5.888888888888889,702.9378603090865,116.0,156.0,4.0,9.0,1616.0
87,0,-35,554,0.0938664859,0,142,0.195862069,1.0,0.4626865672,0.0746268657,0,1.0,6.0,41.0,41.0,41.0,30.0,30.0,30.0,7.0,7.0,7.0,158.0,158.0,158.0,166.0,166.0,166.0,0.0,OwnCloud,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,26.0,22.0,12.0,3.0,576.0
90,0,482,1116,0.0711009174,0,6,0.0104529617,0.0,1.0,1.0,0,2.0,17.0,4.0,2.0,2.0,0.0,0.0,0.0,2.0,1.0,1.0,107.0,53.5,53.5,1610.0,805.0,805.0,0.0,OwnCloud,411.0,292.0,0.0,0.0,8.5,61.0,4.571428571428571,516.5955252469158,7.0,27.0,10.0,5.0,479.0
92,0,286,975,0.081987891,0,63,0.0989010989,1.0,1.0,1.0,0,1.0,27.0,10.0,10.0,10.0,3.0,3.0,3.0,3.0,3.0,3.0,183.0,183.0,183.0,1126.0,1126.0,1126.0,0.0,OwnCloud,712.0,449.0,0.0,0.0,14.0,119.0,1.790322580645161,98.29308022970125,302.0,173.0,0.0,5.0,530.0
94,0,3098,23,0.0005100118,0,13,0.0666666667,0.5833333333,0.6666666667000001,1.0,1,4.0,82.0,40.0,10.0,4.5,5.0,2.5,2.5,10.0,2.5,1.0,661.0,220.3333333333,166.0,7209.0,2403.0,3545.0,0.0,OwnCloud,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,6.0,7.0,4.0,0.0,653.0
101,0,3748,458,0.0093614586,0,10,0.1,0.0,1.0,0.9117647059,0,1.0,34.0,64.0,64.0,64.0,151.0,151.0,151.0,10.0,10.0,10.0,156.0,156.0,156.0,3472.0,3472.0,3472.0,0.0,OwnCloud,1185.0,853.0,0.0,0.0,39.0,166.0,3.318181818181818,336.7019862065665,7.0,8.0,0.0,0.0,3928.0
104,0,753,1621,0.0789653157,0,52,0.1005802708,0.7692307692,0.0,1.0,0,2.0,3.0,45.0,22.5,22.5,0.0,0.0,0.0,2.0,1.0,1.0,6.0,6.0,6.0,169.0,169.0,169.0,0.0,OwnCloud,74.5,50.5,0.0,0.0,5.5,8.5,2.166666666666666,131.27018890108468,302.0,173.0,0.0,5.0,997.0
105,0,1699,744,0.0215109723,0,10,0.0314465409,1.0,1.0,1.0,0,1.0,7.0,56.0,56.0,56.0,14.0,14.0,14.0,4.0,4.0,4.0,15.0,15.0,15.0,1105.0,1105.0,1105.0,0.0,OwnCloud,161.0,127.0,2.0,0.0,7.0,9.0,1.5,340.4731743754727,87.0,71.0,27.0,5.0,2086.0
107,0,1878,31,0.0008673027,0,9,0.0633802817,0.2189781022,0.9562043796,0.9598540146,0,5.0,15.0,289.0,57.8,1.0,14.0,7.0,7.0,7.0,1.4,1.0,95.0,23.75,13.0,3496.0,874.0,874.0,0.0,OwnCloud,390.1666666666667,305.1666666666667,1.0,0.0,15.666666666666666,33.333333333333336,2.135989010989011,421.2612052590319,51.0,5.0,5.0,12.0,1704.0
109,0,116,54,0.0063656725,0,26,0.067357513,0.0,0.0,1.0,0,1.0,23.0,3.0,3.0,3.0,10.0,10.0,10.0,1.0,1.0,1.0,187.0,187.0,187.0,659.0,659.0,659.0,1.0,OwnCloud,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,97.0,477.0,141.0,4.0,519.0
110,0,-4,232,0.0353604633,0,43,0.0678233438,1.0,1.0,1.0,0,1.0,1.0,6.0,6.0,6.0,5.0,5.0,5.0,3.0,3.0,3.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,OwnCloud,132.0,129.0,0.0,0.0,5.0,21.0,2.5,385.552550595792,32.0,80.0,26.0,21.0,1.0
112,0,-238,58,0.0243902439,0,14,0.1138211382,0.0,0.0,1.0,1,1.0,11.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,96.0,96.0,96.0,305.0,305.0,305.0,0.0,OwnCloud,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,41.0,29.0,5.0,8.0,297.0
117,0,-264,153,0.0675496689,0,22,0.2115384615,1.0,1.0,1.0,0,9.0,7.0,88.0,11.0,2.0,73.0,10.4285714286,4.0,11.0,1.2222222222,1.0,95.0,11.875,11.5,965.0,120.625,121.0,0.0,OwnCloud,163.5,117.0,0.0,0.0,5.0,20.0,2.166666666666666,304.72329894582504,7.0,27.0,10.0,5.0,-266.0
118,0,2294,121,0.0030910717,0,33,0.1145833333,1.0,1.0,1.0,0,1.0,19.0,3.0,3.0,3.0,33.0,33.0,33.0,1.0,1.0,1.0,187.0,187.0,187.0,1108.0,1108.0,1108.0,1.0,OwnCloud,76.0,58.0,0.0,0.0,2.0,11.0,5.5,499.70167998146,27.0,88.0,17.0,10.0,2262.0
124,0,1018,3240,0.1277955272,0,58,0.1348837209,1.0,1.0,1.0,0,1.0,7.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,34.0,34.0,34.0,180.0,180.0,180.0,0.0,OwnCloud,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,116.0,156.0,4.0,9.0,1383.0
132,0,1670,41,0.0011947431,0,15,0.0397877984,0.0,0.0,0.0,0,4.0,110.0,38.0,9.5,7.0,80.0,20.0,18.0,10.0,2.5,2.0,929.0,232.25,75.0,4821.0,1205.25,1116.0,0.0,OwnCloud,747.5,543.25,1.0,0.0,20.75,110.75,4.013780663780664,401.04229291437616,45.0,36.0,82.0,34.0,2529.0
137,0,-145,94,0.0275983558,0,24,0.0786885246,1.0,1.0,0.7777777778,0,3.0,12.0,108.0,36.0,23.0,14.0,7.0,7.0,11.0,3.6666666667,1.0,69.0,34.5,34.5,430.0,215.0,215.0,1.0,OwnCloud,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,8.0,34.0,1.0,1.0,-41.0
142,0,-229,74,0.0297666935,0,28,0.1393034826,1.0,1.0,1.0,1,2.0,5.0,13.0,6.5,6.5,3.0,3.0,3.0,3.0,1.5,1.5,36.0,18.0,18.0,202.0,101.0,101.0,0.0,OwnCloud,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,41.0,29.0,5.0,8.0,305.0
143,0,-151,151,0.045578026,0,49,0.1683848797,1.0,1.0,0.0,1,1.0,1.0,5.0,5.0,5.0,4.0,4.0,4.0,1.0,1.0,1.0,2.0,2.0,2.0,7.0,7.0,7.0,0.0,OwnCloud,48.0,31.0,0.0,0.0,1.0,6.0,1.2,33.250172173056,41.0,29.0,5.0,8.0,383.0
146,0,3193,4042,0.0884405838,0,64,0.2882882883,0.7837837838,0.2432432432,0.0,0,2.0,16.0,100.0,50.0,50.0,41.0,20.5,20.5,10.0,5.0,5.0,113.0,56.5,56.5,2879.0,1439.5,1439.5,1.0,OwnCloud,1034.5,578.5,1.0,0.0,8.5,70.0,1.925499231950845,203.0783253106843,114.0,104.0,0.0,0.0,3357.0
148,0,2401,1644,0.0410097785,0,166,0.5460526316000001,1.0,0.0,0.0,0,1.0,2.0,2.0,2.0,2.0,10.0,10.0,10.0,2.0,2.0,2.0,3.0,3.0,3.0,284.0,284.0,284.0,0.0,OwnCloud,44.0,41.0,2.0,0.0,3.0,3.0,1.0,169.8325224473467,114.0,104.0,0.0,0.0,2565.0
150,0,188,8,0.0007778318,0,2,0.0018587361,1.0,1.0,1.0,0,1.0,10.0,9.0,9.0,9.0,2.0,2.0,2.0,2.0,2.0,2.0,58.0,58.0,58.0,425.0,425.0,425.0,0.0,OwnCloud,826.0,638.0,0.0,0.0,2.0,172.0,5.333333333333333,516.1484362949316,15.0,3.0,0.0,0.0,136.0
151,0,847,951,0.0430219407,0,13,0.0201550388,0.0833333333,0.0,0.8333333333,0,5.0,4.0,79.0,15.8,13.0,55.0,18.3333333333,22.0,14.0,2.8,2.0,13.0,2.6,1.0,608.0,121.6,121.0,0.0,OwnCloud,146.8,102.0,1.2,0.0,6.0,15.4,1.713831168831169,136.524728614774,32.0,80.0,26.0,21.0,851.0
152,0,3179,254,0.0055728641,0,16,0.1045751634,1.0,1.0,0.0,0,4.0,47.0,57.0,14.25,5.0,8.0,2.0,2.0,13.0,3.25,2.5,429.0,107.25,35.0,9680.0,2420.0,2382.0,0.0,OwnCloud,601.75,439.75,1.25,0.25,55.75,61.5,2.147154814065835,235.3640914701657,7.0,8.0,0.0,0.0,3359.0
154,0,1762,3071,0.3657258545,0,81,1.0,1.0,1.0,0.0,1,18.0,4.0,59.0,3.2777777778,1.5,32.0,2.0,1.5,29.0,1.6111111111,1.0,497.0,27.6111111111,22.0,35981.0,1998.9444444444,2024.5,0.0,Espocrm,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,20.0,91.0,0.0,0.0,2887.0
155,1,321,2468,0.8028627196,0,144,0.972972973,0.6294416244000001,0.883248731,1.0,0,12.0,2.0,355.0,29.5833333333,8.0,27.0,3.0,1.0,21.0,1.75,1.0,168.0,15.2727272727,12.0,6371.0,579.1818181818,596.0,0.0,Espocrm,60.5,60.5,2.0,0.0,1.0,13.5,4.083333333333334,327.13849863603605,20.0,91.0,0.0,0.0,1447.0
156,1,195,1927,0.7789005659,0,208,0.9043478261,0.7956521739,0.9913043478,0.947826087,0,43.0,4.0,740.0,17.619047619,4.0,97.0,3.88,1.0,49.0,1.1666666667,1.0,663.0,17.0,11.0,18281.0,468.7435897436,488.0,0.0,Espocrm,181.0,180.875,0.75,0.5,3.0,33.375,4.077083333333333,462.56459521220177,20.0,91.0,0.0,0.0,1320.0
157,1,199,1940,0.7800562927,0,194,0.9065420561,1.0,1.0,1.0,1,2.0,2.0,12.0,6.0,6.0,1.0,1.0,1.0,2.0,1.0,1.0,16.0,8.0,8.0,496.0,248.0,248.0,0.0,Espocrm,94.0,94.0,2.0,0.0,2.0,24.0,6.666666666666667,574.4107262968694,20.0,91.0,0.0,0.0,1325.0
158,1,195,1928,0.778989899,0,209,0.9047619048,1.0,1.0,1.0,0,5.0,2.0,79.0,19.75,12.0,7.0,2.3333333333,2.0,6.0,1.2,1.0,24.0,6.0,6.0,976.0,488.0,488.0,0.0,Espocrm,67.0,67.0,2.0,0.0,1.5,14.5,6.75,599.3430587895214,20.0,91.0,0.0,0.0,1320.0
159,1,318,2443,0.8012463103,0,133,0.9708029197,1.0,1.0,1.0,0,6.0,3.0,115.0,19.1666666667,8.0,10.0,2.5,1.5,11.0,1.8333333333,1.0,230.0,38.3333333333,18.5,2533.0,422.1666666667,551.5,0.0,Espocrm,389.3333333333333,389.3333333333333,2.0,0.0,3.0,71.66666666666667,3.898518518518518,386.2819257512832,20.0,91.0,0.0,0.0,1444.0
160,1,321,2466,0.802734375,0,146,0.9733333333,1.0,0.5454545455,1.0,0,2.0,2.0,69.0,34.5,34.5,0.0,0.0,0.0,2.0,1.0,1.0,16.0,8.0,8.0,740.0,370.0,370.0,0.0,Espocrm,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,20.0,91.0,0.0,0.0,1447.0
161,1,-168,348,0.6052173913000001,0,94,0.6482758621,0.7054045445,0.8418454024,0.9303992355,0,366.0,2.0,33605.0,91.8169398907,41.0,0.0,0.0,0.0,339.0,1.0,1.0,548.0,5.4257425743,4.0,10738.0,106.3168316832,107.0,12.0,Espocrm,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,20.0,91.0,0.0,0.0,958.0
163,1,375,2705,0.8164805312000001,0,117,1.0,0.3333333333,0.0,1.0,0,2.0,2.0,17.0,8.5,8.5,4.0,2.0,2.0,4.0,2.0,2.0,38.0,19.0,19.0,1304.0,652.0,652.0,0.0,Espocrm,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,20.0,91.0,0.0,0.0,1501.0
164,1,-151,447,0.6385714286,0,149,0.745,0.6197183099,0.6338028169000001,0.8450704225000001,0,17.0,2.0,205.0,12.0588235294,8.0,80.0,5.0,5.0,24.0,1.4117647059,1.0,104.0,6.1176470588,3.0,1136.0,66.8235294118,16.0,0.0,Espocrm,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,20.0,91.0,0.0,0.0,975.0
165,1,132,1496,0.7532729104,0,115,0.7232704403,0.4102564103,0.3504273504,0.8888888889000001,0,12.0,3.0,245.0,20.4166666667,14.5,48.0,5.3333333333,3.0,25.0,2.0833333333,2.0,303.0,25.25,15.0,4560.0,380.0,374.0,0.0,Espocrm,360.0,360.0,2.0,0.0,7.0,63.25,4.1036560457516345,455.3508952633075,20.0,91.0,0.0,0.0,1257.0
166,1,35,1178,0.7474619289000001,0,126,0.72,0.0,0.0,0.0,0,6.0,3.0,25.0,4.1666666667,2.5,29.0,4.8333333333,2.5,8.0,1.3333333333,1.0,167.0,27.8333333333,18.5,1569.0,261.5,270.0,0.0,Espocrm,417.5,417.5,2.0,0.0,8.0,65.5,3.96875,459.11217909892014,20.0,91.0,0.0,0.0,1160.0
167,1,398,2799,0.8200996191000001,0,116,0.9508196721,0.3043478261,0.5362318841,1.0,0,8.0,3.0,102.0,12.75,7.0,12.0,3.0,3.0,10.0,1.25,1.0,253.0,31.625,14.5,4974.0,621.75,646.5,0.0,Espocrm,103.75,103.75,2.0,0.0,2.75,26.25,3.864583333333333,284.51269827125094,20.0,91.0,0.0,0.0,1524.0
168,1,479,3070,0.8308525034,0,56,1.0,0.3513513514,0.3378378378,1.0,0,23.0,3.0,265.0,11.5217391304,4.0,96.0,6.4,2.0,46.0,2.0,1.0,617.0,26.8260869565,17.0,13175.0,572.8260869565,696.0,0.0,Espocrm,380.0,362.7142857142857,1.428571428571428,0.0,4.714285714285714,77.14285714285714,4.485078492935636,350.104150305067,20.0,91.0,0.0,0.0,1605.0
169,1,392,2779,0.8190391983,0,123,0.9534883721,0.3076923077,0.3269230769,1.0,0,10.0,3.0,266.0,26.6,6.5,64.0,12.8,2.0,14.0,1.4,1.0,365.0,36.5,24.0,6646.0,664.6,645.5,0.0,Espocrm,469.0,469.0,2.0,0.0,2.5,68.5,2.966666666666666,297.9105874519502,20.0,91.0,0.0,0.0,1518.0
170,1,477,3069,0.8308067136,0,66,1.0,0.7483443709,0.940397351,1.0,0,9.0,3.0,230.0,25.5555555556,4.0,16.0,2.6666666667000003,3.0,12.0,1.3333333333,1.0,330.0,41.25,19.0,4631.0,661.5714285714,770.0,0.0,Espocrm,347.25,346.0,1.5,0.0,3.0,74.25,4.562959558823529,437.9087413136676,20.0,91.0,0.0,0.0,1602.0
171,1,-31,925,0.7358790772,0,141,0.8392857143,0.9314641745,0.9968847352,0.9719626168,0,13.0,2.0,545.0,41.9230769231,10.0,11.0,2.2,2.0,15.0,1.1538461538,1.0,97.0,10.7777777778,11.0,2044.0,227.1111111111,237.0,0.0,Espocrm,134.66666666666666,134.66666666666666,2.0,0.0,1.166666666666666,19.666666666666668,4.840740740740741,941.9341535882182,20.0,91.0,0.0,0.0,1094.0
172,1,172,1763,0.7688617532,0,217,0.9004149378,1.0,1.0,1.0,1,1.0,2.0,5.0,5.0,5.0,3.0,3.0,3.0,4.0,4.0,4.0,9.0,9.0,9.0,203.0,203.0,203.0,0.0,Espocrm,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,20.0,91.0,0.0,0.0,1297.0
173,1,896,4340,0.8534906588000001,0,110,0.9016393443,0.3853211009,0.7889908257,1.0,0,3.0,3.0,125.0,41.6666666667,12.0,8.0,8.0,8.0,7.0,2.3333333333,1.0,45.0,15.0,20.0,2541.0,847.0,927.0,0.0,Espocrm,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,20.0,91.0,0.0,0.0,2022.0
174,0,1768,3101,0.3679838614,0,97,1.0,0.0,0.3333333333,1.0,1,5.0,5.0,83.0,16.6,1.0,33.0,8.25,4.0,7.0,1.4,1.0,185.0,37.0,19.0,7959.0,1591.8,1935.0,0.0,Espocrm,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,20.0,91.0,0.0,0.0,2894.0
176,1,1418,1744,0.25,0,123,0.9534883721,1.0,1.0,0.9363636364,0,20.0,8.0,425.0,21.25,17.0,14.0,2.8,2.0,25.0,1.25,1.0,465.0,29.0625,16.0,24562.0,1535.125,1681.5,0.0,Espocrm,208.66666666666663,208.66666666666663,2.0,0.0,2.0,62.66666666666666,2.572916666666666,206.7097709741081,20.0,91.0,0.0,0.0,2544.0
177,1,767,3924,0.8487994809,0,64,0.9696969697,1.0,1.0,1.0,1,1.0,2.0,8.0,8.0,8.0,5.0,5.0,5.0,2.0,2.0,2.0,51.0,51.0,51.0,934.0,934.0,934.0,0.0,Espocrm,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,20.0,91.0,0.0,0.0,1892.0
178,1,1763,3088,0.3670073687,0,96,1.0,1.0,1.0,1.0,1,5.0,5.0,106.0,21.2,34.0,14.0,4.6666666667,3.0,5.0,1.0,1.0,184.0,36.8,25.0,10215.0,2043.0,2057.0,0.0,Espocrm,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,20.0,91.0,0.0,0.0,2889.0
179,1,1686,2900,0.3527551393,0,100,0.8849557522,1.0,1.0,1.0,1,1.0,4.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,90.0,90.0,90.0,1853.0,1853.0,1853.0,0.0,Espocrm,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,20.0,91.0,0.0,0.0,2812.0
180,1,917,72,0.0140296181,0,35,0.4487179487,0.0,0.7619047619,1.0,1,10.0,5.0,65.0,6.5,3.5,41.0,5.125,3.0,26.0,2.8888888889,2.0,261.0,26.1,23.0,10675.0,1067.5,1084.0,0.0,Espocrm,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,20.0,91.0,0.0,0.0,2043.0
181,1,1433,1809,0.2568872479,0,139,0.972027972,0.0,0.1111111111,1.0,0,54.0,7.0,132.0,2.4444444444,2.0,122.0,2.2592592593,2.0,71.0,1.3148148148,1.0,1073.0,19.8703703704,11.5,80728.0,1494.962962963,1600.0,0.0,Espocrm,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,20.0,91.0,0.0,0.0,2559.0
182,1,731,3839,0.8472743324,0,81,0.8709677419,0.6041666667000001,1.0,1.0,0,4.0,2.0,90.0,22.5,8.0,5.0,1.6666666667,2.0,5.0,1.25,1.0,51.0,12.75,11.5,2844.0,711.0,794.5,0.0,Espocrm,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,20.0,91.0,0.0,0.0,1857.0
183,1,1532,2198,0.2940861654,0,164,0.8913043478,0.9,0.9,1.0,0,80.0,9.0,203.0,2.5696202532,2.0,223.0,2.7875,2.0,123.0,1.5974025974,1.0,1270.0,15.875,10.0,128708.0,1608.85,1699.0,0.0,Espocrm,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,20.0,91.0,0.0,0.0,2658.0
184,0,3329,11623,0.6734067207000001,0,133,0.9925373134,1.0,1.0,0.9,0,2.0,4.0,107.0,53.5,53.5,2.0,2.0,2.0,5.0,2.5,2.5,31.0,15.5,15.5,3973.0,1986.5,1986.5,0.0,Espocrm,112.0,102.5,0.0,0.0,6.5,14.0,3.666666666666667,451.6502873679855,20.0,91.0,0.0,0.0,4454.0
185,1,2944,9303,0.6249496171000001,0,195,0.9898477157,0.8148148148000001,1.0,0.012345679,0,13.0,4.0,1212.0,93.2307692308,75.0,698.0,232.6666666667,34.0,24.0,1.8461538462,1.0,256.0,36.5714285714,35.0,22504.0,3214.8571428571,3199.0,0.0,Espocrm,103.92307692307692,92.46153846153848,0.6153846153846151,0.0,6.615384615384615,13.923076923076923,2.393620268620268,221.3413649868444,20.0,91.0,0.0,0.0,4070.0
