Unnamed: 0,is_vulnerable,days_after_creation,past_contributions,ratio_past_contributions,new_author,past_contributions_30_days,ratio_past_contributions_30_days,dmm_unit_size,dmm_unit_complex,dmm_unit_interf,fix,touched_files,past_authors,sum_added_lines,mean_added_lines,med_added_lines,sum_deleted_lines,mean_deleted_lines,med_deleted_lines,sum_hunks,mean_hunks,med_hunks,sum_previous_changes,mean_previous_changes,med_previous_changes,sum_days_since_creation,mean_days_since_creation,med_days_since_creation,nr_of_blacklisted,appname
0,0,1890,1681,0.7286519289000001,0,14,0.5185185185,0.0,0.0,0.0,0,5.0,3.0,80.0,16.0,4.0,31.0,10.3333333333,9.0,11.0,2.2,3.0,86.0,17.2,12.0,8274.0,1654.8,1482.0,0.0,Bookstack
1,1,1771,1602,0.7308394161,0,16,0.7272727273,0.0,1.0,0.0,0,23.0,9.0,370.0,21.7647058824,16.0,320.0,22.8571428571,3.0,35.0,1.5217391304,1.0,450.0,26.4705882353,5.0,15526.0,913.2941176471,965.0,1.0,Bookstack
2,1,441,391,0.95599022,0,19,0.95,1.0,1.0,0.0,0,13.0,4.0,318.0,26.5,6.0,318.0,26.5,5.5,40.0,3.0769230769,2.0,248.0,20.6666666667,12.0,3005.0,250.4166666667,223.5,0.0,Bookstack
3,1,-48,1,1.0,0,1,1.0,1.0,1.0,1.0,0,70.0,0.0,2812.0,40.1714285714,30.5,0.0,0.0,0.0,69.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,Bookstack
4,0,1885,1,0.0004336513,0,1,0.0217391304,1.0,1.0,1.0,1,2.0,2.0,84.0,42.0,42.0,0.0,0.0,0.0,2.0,1.0,1.0,30.0,15.0,15.0,1761.0,880.5,880.5,0.0,Bookstack
5,0,3097,3575,0.7992398837,0,43,0.7543859649,,,,1,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,8.0,8.0,8.0,1822.0,1822.0,1822.0,1.0,Bookstack
6,0,1967,1779,0.7366459627,0,55,0.8870967742,,,,0,3.0,6.0,11.0,3.6666666667,1.0,11.0,3.6666666667,1.0,7.0,2.3333333333,1.0,34.0,11.3333333333,14.0,3060.0,1020.0,1020.0,0.0,Bookstack
7,0,187,5,0.0243902439,0,5,0.125,1.0,0.8596491228,0.8333333333,0,5.0,1.0,101.0,20.2,13.0,1.0,1.0,1.0,7.0,1.4,1.0,82.0,20.5,12.5,816.0,204.0,198.0,0.0,Bookstack
8,0,2101,1951,0.7418250951,0,59,0.9076923077,,,,0,,,,,,,,,,,,,,,,,,,Bookstack
9,0,763,630,0.7482185273,0,43,0.7288135593,1.0,1.0,0.5833333333,0,1.0,1.0,19.0,19.0,19.0,0.0,0.0,0.0,1.0,1.0,1.0,14.0,14.0,14.0,195.0,195.0,195.0,0.0,Bookstack
10,0,2037,1870,0.7382550336,0,54,0.8852459016,,,,0,2.0,7.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,35.0,17.5,17.5,2895.0,1447.5,1447.5,0.0,Bookstack
11,0,1802,1621,0.7308385933,0,20,0.7407407407000001,0.0,0.0,0.0,1,15.0,17.0,142.0,9.4666666667,3.0,122.0,9.3846153846,5.0,42.0,2.8,1.0,410.0,27.3333333333,21.0,24631.0,1642.0666666667,1795.0,0.0,Bookstack
12,0,2074,1894,0.7378262563,0,24,0.7058823529,,,,0,,,,,,,,,,,,,,,,,,,Bookstack
13,0,441,387,0.9579207921,0,15,1.0,1.0,1.0,0.0,1,5.0,4.0,32.0,6.4,7.0,25.0,5.0,2.0,17.0,3.4,1.0,153.0,30.6,27.0,1978.0,395.6,398.0,0.0,Bookstack
15,0,1239,301,0.3819796954,0,19,0.7916666667000001,,,,0,1.0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,65.0,65.0,65.0,1239.0,1239.0,1239.0,0.0,UVDesk
16,1,1209,283,0.3699346405,0,1,1.0,0.0,0.0,0.0,0,3.0,9.0,71.0,23.6666666667,3.0,69.0,23.0,4.0,5.0,1.6666666667,1.0,82.0,27.3333333333,17.0,3100.0,1033.3333333333,947.0,0.0,UVDesk
17,0,325,6,0.0228136882,0,6,0.24,,,,0,8.0,1.0,32.0,4.0,4.0,5.0,1.0,1.0,8.0,1.0,1.0,31.0,3.875,4.0,14.0,2.0,2.0,0.0,UVDesk
18,0,469,38,0.0875576037,0,27,1.0,,,,0,,,,,,,,,,,,,,,,,,,UVDesk
19,0,621,1,0.002,0,1,0.1111111111,,,,1,1.0,2.0,5.0,5.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,16.0,16.0,16.0,297.0,297.0,297.0,0.0,UVDesk
20,0,2217,41,0.0015765593,0,6,0.0273972603,1.0,1.0,1.0,1,1.0,4.0,22.0,22.0,22.0,9.0,9.0,9.0,5.0,5.0,5.0,20.0,20.0,20.0,2377.0,2377.0,2377.0,0.0,Concrete
21,1,1140,10794,0.5537088335,0,52,0.3661971831,1.0,1.0,1.0,0,17.0,14.0,293.0,18.3125,14.0,93.0,11.625,4.0,26.0,1.5294117647,1.0,190.0,19.0,14.5,7946.0,1324.3333333333,1300.0,0.0,Concrete
22,1,1153,190,0.0096879462,0,6,0.0301507538,0.0,0.0,0.0,1,1.0,4.0,18.0,18.0,18.0,2.0,2.0,2.0,1.0,1.0,1.0,19.0,19.0,19.0,1313.0,1313.0,1313.0,0.0,Concrete
23,0,2234,230,0.0087856679,0,2,0.0068027211,,,,0,1.0,26.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,516.0,516.0,516.0,2094.0,2094.0,2094.0,0.0,Concrete
24,1,2085,3946,0.1553849183,0,3,0.0612244898,0.0,1.0,1.0,0,10.0,32.0,124.0,12.4,10.0,51.0,7.2857142857,5.0,16.0,1.6,1.0,721.0,72.1,22.5,25788.0,2578.8,2431.0,0.0,Concrete
25,0,773,9309,0.5573250314,0,191,0.5805471125,,,,0,1.0,9.0,90.0,90.0,90.0,65.0,65.0,65.0,6.0,6.0,6.0,38.0,38.0,38.0,1922.0,1922.0,1922.0,2.0,Concrete
26,0,1509,3116,0.1408361582,0,86,0.3856502242,0.3518518519,1.0,1.0,0,3.0,5.0,105.0,35.0,22.0,0.0,0.0,0.0,4.0,1.3333333333,1.0,17.0,17.0,17.0,1533.0,1533.0,1533.0,0.0,Concrete
27,0,1862,93,0.0037880331,0,29,0.1228813559,1.0,1.0,1.0,0,1.0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,56.0,56.0,56.0,1105.0,1105.0,1105.0,0.0,Concrete
28,0,3438,16609,0.5357223495,0,34,0.5573770492,0.1666666667,0.0,1.0,1,6.0,6.0,51.0,8.5,8.0,19.0,3.1666666667,1.5,13.0,2.1666666667,2.0,29.0,4.8333333333,2.5,7933.0,1322.1666666667,1091.0,0.0,Concrete
29,0,2388,14313,0.5231359649,0,193,0.5594202899,0.0,1.0,1.0,1,,,,,,,,,,,,,,,,,,,Concrete
30,0,244,653,0.0553202304,0,7,0.0212121212,1.0,1.0,1.0,0,1.0,6.0,10.0,10.0,10.0,0.0,0.0,0.0,1.0,1.0,1.0,25.0,25.0,25.0,2331.0,2331.0,2331.0,0.0,Concrete
31,0,-398,21,0.003650904,0,10,0.0526315789,1.0,1.0,1.0,0,8.0,12.0,53.0,7.5714285714,1.0,29.0,7.25,1.5,5.0,1.6666666667,1.0,260.0,65.0,17.5,1758.0,439.5,23.0,0.0,Concrete
32,0,82,105,0.0116201859,0,78,0.1714285714,,,,0,1.0,21.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,360.0,360.0,360.0,2169.0,2169.0,2169.0,0.0,Concrete
33,0,1700,12588,0.5328930658000001,0,88,0.3793103448,,,,1,1.0,21.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,439.0,439.0,439.0,1560.0,1560.0,1560.0,0.0,Concrete
34,1,-158,146,0.0450200432,0,45,0.1339285714,0.1111111111,0.2828282828,0.9898989899,0,7.0,13.0,206.0,29.4285714286,5.0,43.0,6.1428571429,5.0,17.0,2.4285714286,2.0,144.0,20.5714285714,19.0,1061.0,212.2,173.0,0.0,OwnCloud
35,1,-381,159,0.1235431235,0,56,0.1264108352,0.0949756473,0.8724685978000001,0.9723147911,0,20.0,2.0,10896.0,544.8,52.0,0.0,0.0,0.0,20.0,1.0,1.0,11.0,2.2,2.0,37.0,7.4,4.0,2.0,OwnCloud
36,1,-385,131,0.1130284728,0,28,0.0809248555,0.8717948718,1.0,0.706959707,0,12.0,0.0,772.0,64.3333333333,23.0,0.0,0.0,0.0,12.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,OwnCloud
37,0,-36,48,0.0081618772,0,26,0.0362622036,,,,0,37.0,27.0,44.0,1.1891891892,1.0,3.0,1.0,1.0,37.0,1.0,1.0,410.0,11.0810810811,10.0,9453.0,255.4864864865,296.0,0.0,OwnCloud
38,0,-36,49,0.0083290838,0,27,0.0376569038,,,,0,12.0,10.0,14.0,1.1666666667,1.0,2.0,1.0,1.0,12.0,1.0,1.0,121.0,10.0833333333,9.5,5320.0,443.3333333333,460.0,0.0,OwnCloud
39,1,-82,213,0.0467618002,0,16,0.0271646859,,,,0,1.0,3.0,4.0,4.0,4.0,5.0,5.0,5.0,1.0,1.0,1.0,4.0,4.0,4.0,251.0,251.0,251.0,0.0,OwnCloud
40,0,-45,44,0.0076936527,0,44,0.0477741585,,,,0,1.0,11.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,52.0,52.0,52.0,403.0,403.0,403.0,0.0,OwnCloud
41,1,-390,97,0.0874661858,0,65,0.2050473186,,,,1,1.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,23.0,23.0,23.0,58.0,58.0,58.0,0.0,OwnCloud
42,0,-71,58,0.0115930442,0,58,0.0781671159,,,,1,1.0,29.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,78.0,78.0,78.0,828.0,828.0,828.0,0.0,OwnCloud
43,1,-99,311,0.0717250923,0,69,0.0989956958,,,,1,2.0,47.0,4.0,2.0,2.0,3.0,1.5,1.5,2.0,1.0,1.0,285.0,142.5,142.5,1600.0,800.0,800.0,0.0,OwnCloud
44,0,-82,13,0.0028440166,0,13,0.0216666667,,,,1,1.0,8.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,42.0,42.0,42.0,264.0,264.0,264.0,0.0,OwnCloud
45,0,-77,410,0.0858998533,0,97,0.1411935953,,,,1,1.0,6.0,3.0,3.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,9.0,9.0,9.0,249.0,249.0,249.0,0.0,OwnCloud
46,0,-76,9,0.0018691589,0,9,0.0130057803,,,,0,2.0,6.0,3.0,1.5,1.5,3.0,1.5,1.5,3.0,1.5,1.5,41.0,20.5,20.5,267.0,133.5,133.5,0.0,OwnCloud
47,0,-77,363,0.0764049674,0,68,0.1011904762,0.0,1.0,1.0,1,1.0,3.0,9.0,9.0,9.0,3.0,3.0,3.0,2.0,2.0,2.0,6.0,6.0,6.0,303.0,303.0,303.0,0.0,OwnCloud
48,0,-76,7,0.0014543943,0,7,0.0101449275,,,,0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,10.0,10.0,353.0,353.0,353.0,0.0,OwnCloud
49,0,-76,2,0.0004159734,0,2,0.002919708,,,,0,1.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,26.0,26.0,26.0,353.0,353.0,353.0,0.0,OwnCloud
50,0,-82,16,0.0034980324,0,16,0.0265339967,,,,1,1.0,10.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,23.0,23.0,23.0,319.0,319.0,319.0,0.0,OwnCloud
51,0,-76,4,0.0008316008,0,4,0.0058224163,,,,0,9.0,26.0,18.0,2.0,1.0,11.0,1.8333333333,1.0,15.0,1.6666666667,1.0,151.0,16.7777777778,14.0,3095.0,343.8888888889,300.0,0.0,OwnCloud
52,0,-77,408,0.0855166632,0,95,0.1386861314,,,,1,1.0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,20.0,20.0,20.0,284.0,284.0,284.0,0.0,OwnCloud
53,1,-111,249,0.0621412528,0,72,0.1226575809,,,,1,1.0,7.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,17.0,17.0,17.0,250.0,250.0,250.0,0.0,OwnCloud
54,0,-86,374,0.0839317774,0,97,0.1611295681,,,,1,2.0,9.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,21.0,10.5,10.5,391.0,195.5,195.5,0.0,OwnCloud
55,0,-96,281,0.0644643267,0,97,0.1407837446,0.0,0.0,1.0,1,1.0,8.0,3.0,3.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,67.0,67.0,67.0,288.0,288.0,288.0,0.0,OwnCloud
56,0,-31,52,0.0086565673,0,30,0.0455927052,,,,0,1.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,5.0,5.0,5.0,154.0,154.0,154.0,0.0,OwnCloud
57,1,10,615,0.0898334794,0,66,0.1116751269,,,,1,3.0,26.0,9.0,3.0,2.0,7.0,3.5,3.5,5.0,1.6666666667,2.0,224.0,74.6666666667,61.0,1468.0,489.3333333333,458.0,0.0,OwnCloud
58,1,10,304,0.0443666083,0,127,0.2174657534,0.0,0.0508474576,0.0169491525,0,2.0,23.0,107.0,53.5,53.5,44.0,22.0,22.0,16.0,8.0,8.0,212.0,106.0,106.0,1011.0,505.5,505.5,0.0,OwnCloud
59,1,-132,34,0.0095371669,0,14,0.0387811634,,,,0,14.0,38.0,36.0,2.5714285714000003,2.0,36.0,2.5714285714000003,2.0,17.0,1.2142857143,1.0,406.0,29.0,18.5,4225.0,301.7857142857,270.0,1.0,OwnCloud
60,1,-27,148,0.0243501152,0,125,0.2059308072,,,,0,1.0,12.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,53.0,53.0,53.0,421.0,421.0,421.0,1.0,OwnCloud
61,1,12,309,0.0448932152,0,112,0.1934369603,0.0,0.0,1.0,1,6.0,34.0,36.0,6.0,6.0,8.0,1.6,1.0,8.0,1.3333333333,1.0,420.0,70.0,77.0,2068.0,344.6666666667,456.5,0.0,OwnCloud
62,1,-335,66,0.0371412493,0,66,0.265060241,1.0,1.0,1.0,0,6.0,21.0,56.0,11.2,2.0,36.0,9.0,1.5,7.0,1.1666666667,1.0,70.0,17.5,11.0,825.0,206.25,117.0,0.0,OwnCloud
63,1,35,106,0.0147550111,0,15,0.0311850312,1.0,1.0,1.0,0,3.0,54.0,30.0,10.0,1.0,7.0,2.3333333333,2.0,4.0,1.3333333333,1.0,412.0,137.3333333333,90.0,1834.0,611.3333333333,531.0,0.0,OwnCloud
64,1,1,155,0.0233504067,0,7,0.0115511551,1.0,1.0,1.0,0,5.0,9.0,180.0,36.0,38.0,0.0,0.0,0.0,5.0,1.0,1.0,19.0,9.5,9.5,1691.0,845.5,845.5,0.0,OwnCloud
65,1,-455,235,0.373015873,0,18,0.6923076923,1.0,1.0,1.0,0,3.0,7.0,146.0,48.6666666667,41.0,8.0,2.6666666667000003,1.0,5.0,1.6666666667,2.0,41.0,13.6666666667,14.0,212.0,70.6666666667,85.0,0.0,OwnCloud
66,1,-13,74,0.0114551084,0,28,0.0387275242,,,,0,1.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,57.0,57.0,57.0,476.0,476.0,476.0,0.0,OwnCloud
67,1,-140,182,0.0529839884,0,71,0.2482517483,1.0,1.0,1.0,0,4.0,6.0,42.0,14.0,18.0,42.0,10.5,10.0,12.0,3.0,1.0,96.0,24.0,26.0,610.0,152.5,127.5,0.0,OwnCloud
68,1,-139,186,0.0539443155,0,75,0.2542372881,,,,0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,45.0,45.0,45.0,350.0,350.0,350.0,0.0,OwnCloud
69,1,-109,48,0.0117965102,0,9,0.0141065831,1.0,1.0,0.0,0,1.0,7.0,8.0,8.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,30.0,30.0,30.0,266.0,266.0,266.0,0.0,OwnCloud
70,0,1095,70,0.0026285156,0,70,0.1230228471,0.4166666667,0.4166666667,1.0,0,2.0,7.0,16.0,8.0,8.0,2.0,2.0,2.0,2.0,1.0,1.0,24.0,12.0,12.0,596.0,298.0,298.0,0.0,OwnCloud
71,1,797,914,0.0431906247,0,46,0.1050228311,0.444941308,0.928451649,0.8848518726,0,20.0,45.0,2129.0,118.2777777778,23.0,455.0,41.3636363636,4.0,44.0,2.2,1.0,381.0,31.75,19.5,9129.0,760.75,874.0,9.0,OwnCloud
72,1,1277,1112,0.036192026,0,50,0.0577367206,1.0,1.0,1.0,1,3.0,8.0,73.0,36.5,36.5,17.0,8.5,8.5,5.0,1.6666666667,2.0,44.0,14.6666666667,11.0,310.0,103.3333333333,96.0,0.0,OwnCloud
73,1,1186,36,0.0012604601,0,18,0.032967033,0.0,1.0,0.6363636364,0,9.0,5.0,1230.0,136.6666666667,27.0,1047.0,1047.0,1047.0,9.0,1.0,1.0,46.0,15.3333333333,5.0,327.0,109.0,109.0,0.0,OwnCloud
74,1,1182,34,0.0011933174,0,19,0.0332749562,1.0,1.0,1.0,0,3.0,5.0,23.0,7.6666666667,9.0,9.0,4.5,4.5,7.0,2.3333333333,1.0,51.0,17.0,14.0,148.0,49.3333333333,41.0,0.0,OwnCloud
75,1,1180,29,0.0010206596,0,14,0.0268199234,0.4848484848,1.0,0.6060606061,0,3.0,5.0,150.0,50.0,30.0,8.0,8.0,8.0,7.0,2.3333333333,1.0,41.0,20.5,20.5,142.0,71.0,71.0,0.0,OwnCloud
76,0,654,431,0.0229194363,0,7,0.0086848635,,,,0,,,,,,,,,,,,,,,,,,,OwnCloud
77,0,2895,5968,0.1361407031,0,22,0.0916666667,,,,0,,,,,,,,,,,,,,,,,,,OwnCloud
78,0,1423,143,0.0043422811,0,9,0.0436893204,,,,0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,917.0,917.0,917.0,0.0,OwnCloud
79,0,635,796,0.0436164384,0,26,0.0464285714,,,,0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,OwnCloud
80,0,-856,25,0.3571428571,0,19,0.5,1.0,1.0,1.0,0,4.0,6.0,31.0,7.75,8.0,3.0,1.5,1.5,7.0,1.75,1.5,42.0,10.5,9.5,116.0,38.6666666667,37.0,0.0,OwnCloud
81,0,3638,5177,0.1067642813,0,87,0.4887640449,,,,0,,,,,,,,,,,,,,,,,,,OwnCloud
82,0,548,104,0.0062847474,0,29,0.0574257426,1.0,1.0,1.0,0,2.0,2.0,24.0,12.0,12.0,3.0,1.5,1.5,2.0,1.0,1.0,9.0,4.5,4.5,11.0,5.5,5.5,1.0,OwnCloud
83,0,1251,4569,0.1522746209,0,272,0.3902439024,0.0,0.0,1.0,0,1.0,6.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,27.0,27.0,27.0,172.0,172.0,172.0,0.0,OwnCloud
84,0,3532,4927,0.1027635833,0,56,0.35,,,,0,,,,,,,,,,,,,,,,,,,OwnCloud
85,0,374,162,0.0120053357,0,84,0.15,,,,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,5.0,5.0,5.0,1.0,OwnCloud
86,0,48,686,0.0926025918,0,55,0.1182795699,,,,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,OwnCloud
87,0,-35,554,0.0938664859,0,142,0.195862069,1.0,0.4626865672,0.0746268657,0,1.0,6.0,41.0,41.0,41.0,30.0,30.0,30.0,7.0,7.0,7.0,158.0,158.0,158.0,166.0,166.0,166.0,0.0,OwnCloud
88,0,1706,170,0.0049045064,0,23,0.0827338129,,,,0,2.0,11.0,15.0,7.5,7.5,14.0,7.0,7.0,4.0,2.0,2.0,72.0,36.0,36.0,834.0,417.0,417.0,0.0,OwnCloud
89,0,1718,2752,0.0792535422,0,77,0.3290598291,1.0,1.0,0.5333333333,0,2.0,10.0,112.0,56.0,56.0,10.0,10.0,10.0,6.0,3.0,3.0,88.0,44.0,44.0,1110.0,555.0,555.0,0.0,OwnCloud
90,0,482,1116,0.0711009174,0,6,0.0104529617,0.0,1.0,1.0,0,2.0,17.0,4.0,2.0,2.0,0.0,0.0,0.0,2.0,1.0,1.0,107.0,53.5,53.5,1610.0,805.0,805.0,0.0,OwnCloud
91,0,2344,308,0.0078014184,0,11,0.0523809524,,,,0,1.0,0.0,61.0,61.0,61.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OwnCloud
92,0,286,975,0.081987891,0,63,0.0989010989,1.0,1.0,1.0,0,1.0,27.0,10.0,10.0,10.0,3.0,3.0,3.0,3.0,3.0,3.0,183.0,183.0,183.0,1126.0,1126.0,1126.0,0.0,OwnCloud
93,0,1368,780,0.0240303152,0,119,0.1907051282,,,,0,2.0,1.0,4.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,28.0,14.0,14.0,0.0,OwnCloud
94,0,3098,23,0.0005100118,0,13,0.0666666667,0.5833333333,0.6666666667000001,1.0,1,4.0,82.0,40.0,10.0,4.5,5.0,2.5,2.5,10.0,2.5,1.0,661.0,220.3333333333,166.0,7209.0,2403.0,3545.0,0.0,OwnCloud
95,0,-894,1,0.0555555556,0,1,0.0555555556,0.0,1.0,1.0,0,1.0,1.0,71.0,71.0,71.0,32.0,32.0,32.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,0.0,OwnCloud
96,0,1531,8,0.00023902,0,5,0.0292397661,,,,0,,,,,,,,,,,,,,,,,,,OwnCloud
97,0,640,1369,0.074674085,0,52,0.0945454545,1.0,1.0,0.0,0,1.0,5.0,0.0,0.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,21.0,21.0,21.0,331.0,331.0,331.0,0.0,OwnCloud
98,0,877,1012,0.044949809,0,23,0.0526315789,,,,0,1.0,14.0,51.0,51.0,51.0,0.0,0.0,0.0,1.0,1.0,1.0,235.0,235.0,235.0,921.0,921.0,921.0,0.0,OwnCloud
99,0,146,459,0.0513021124,0,88,0.1848739496,0.9615384615,0.9615384615,0.9615384615,0,1.0,11.0,28.0,28.0,28.0,28.0,28.0,28.0,1.0,1.0,1.0,132.0,132.0,132.0,217.0,217.0,217.0,0.0,OwnCloud
100,0,-4,153,0.0233374009,0,9,0.0139534884,,,,0,1.0,44.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,249.0,249.0,249.0,895.0,895.0,895.0,0.0,OwnCloud
101,0,3748,458,0.0093614586,0,10,0.1,0.0,1.0,0.9117647059,0,1.0,34.0,64.0,64.0,64.0,151.0,151.0,151.0,10.0,10.0,10.0,156.0,156.0,156.0,3472.0,3472.0,3472.0,0.0,OwnCloud
102,0,406,363,0.0255130728,0,20,0.0277777778,,,,1,,,,,,,,,,,,,,,,,,,OwnCloud
103,0,357,104,0.0078889479,0,45,0.079928952,,,,0,65.0,54.0,65.0,1.0,1.0,65.0,1.0,1.0,65.0,1.0,1.0,998.0,15.3538461538,7.0,29141.0,448.3230769231,383.0,10.0,OwnCloud
104,0,753,1621,0.0789653157,0,52,0.1005802708,0.7692307692,0.0,1.0,0,2.0,3.0,45.0,22.5,22.5,0.0,0.0,0.0,2.0,1.0,1.0,6.0,6.0,6.0,169.0,169.0,169.0,0.0,OwnCloud
105,0,1699,744,0.0215109723,0,10,0.0314465409,1.0,1.0,1.0,0,1.0,7.0,56.0,56.0,56.0,14.0,14.0,14.0,4.0,4.0,4.0,15.0,15.0,15.0,1105.0,1105.0,1105.0,0.0,OwnCloud
106,0,571,427,0.0251516758,0,100,0.1474926254,,,,0,3.0,41.0,86.0,43.0,43.0,74.0,24.6666666667,3.0,5.0,1.6666666667,1.0,298.0,99.3333333333,82.0,2777.0,925.6666666667,718.0,0.0,OwnCloud
107,0,1878,31,0.0008673027,0,9,0.0633802817,0.2189781022,0.9562043796,0.9598540146,0,5.0,15.0,289.0,57.8,1.0,14.0,7.0,7.0,7.0,1.4,1.0,95.0,23.75,13.0,3496.0,874.0,874.0,0.0,OwnCloud
108,0,189,419,0.0406559286,0,84,0.0789473684,,,,0,1.0,57.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,420.0,420.0,420.0,1088.0,1088.0,1088.0,0.0,OwnCloud
109,0,116,54,0.0063656725,0,26,0.067357513,0.0,0.0,1.0,0,1.0,23.0,3.0,3.0,3.0,10.0,10.0,10.0,1.0,1.0,1.0,187.0,187.0,187.0,659.0,659.0,659.0,1.0,OwnCloud
110,0,-4,232,0.0353604633,0,43,0.0678233438,1.0,1.0,1.0,0,1.0,1.0,6.0,6.0,6.0,5.0,5.0,5.0,3.0,3.0,3.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,OwnCloud
111,0,2272,1145,0.0294049667,0,66,0.2820512821,,,,0,2.0,3.0,4.0,2.0,2.0,4.0,2.0,2.0,2.0,1.0,1.0,32.0,16.0,16.0,1078.0,539.0,539.0,0.0,OwnCloud
112,0,-238,58,0.0243902439,0,14,0.1138211382,0.0,0.0,1.0,1,1.0,11.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,96.0,96.0,96.0,305.0,305.0,305.0,0.0,OwnCloud
113,0,2267,3695,0.0950213444,0,34,0.1434599156,,,,0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,15.0,15.0,15.0,359.0,359.0,359.0,0.0,OwnCloud
114,0,-77,63,0.0131799163,0,24,0.0349854227,,,,0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15.0,15.0,15.0,185.0,185.0,185.0,0.0,OwnCloud
115,0,2902,3294,0.075041006,0,105,0.4375,,,,0,1.0,10.0,1.0,1.0,1.0,8.0,8.0,8.0,1.0,1.0,1.0,51.0,51.0,51.0,1708.0,1708.0,1708.0,0.0,OwnCloud
116,0,963,1172,0.0480524805,0,78,0.0921985816,0.6712328767,1.0,1.0,1,1.0,14.0,9.0,9.0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,47.0,47.0,47.0,839.0,839.0,839.0,0.0,OwnCloud
117,0,-264,153,0.0675496689,0,22,0.2115384615,1.0,1.0,1.0,0,9.0,7.0,88.0,11.0,2.0,73.0,10.4285714286,4.0,11.0,1.2222222222,1.0,95.0,11.875,11.5,965.0,120.625,121.0,0.0,OwnCloud
118,0,2294,121,0.0030910717,0,33,0.1145833333,1.0,1.0,1.0,0,1.0,19.0,3.0,3.0,3.0,33.0,33.0,33.0,1.0,1.0,1.0,187.0,187.0,187.0,1108.0,1108.0,1108.0,1.0,OwnCloud
119,0,1809,787,0.0222933545,0,1,0.0062893082,,,,1,1.0,12.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,47.0,47.0,47.0,1169.0,1169.0,1169.0,0.0,OwnCloud
120,0,3068,241,0.0053659297,0,10,0.0787401575,,,,0,20.0,7.0,52.0,2.6,1.5,14.0,1.75,1.0,30.0,1.5,1.0,1572.0,78.6,76.0,45700.0,2285.0,2285.0,0.0,OwnCloud
