Unnamed: 0,is_vulnerable,days_after_creation,past_contributions,ratio_past_contributions,new_author,past_contributions_30_days,ratio_past_contributions_30_days,dmm_unit_size,dmm_unit_complex,dmm_unit_interf,fix,touched_files,past_authors,sum_added_lines,mean_added_lines,med_added_lines,sum_deleted_lines,mean_deleted_lines,med_deleted_lines,sum_hunks,mean_hunks,med_hunks,sum_previous_changes,mean_previous_changes,med_previous_changes,sum_days_since_creation,mean_days_since_creation,med_days_since_creation,nr_of_blacklisted,appname
976,0,955,292,0.7584415584,0,29,0.8787878788,1.0,1.0,0.9529411765,0,33.0,7.0,232.0,7.4838709677,4.0,280.0,17.5,4.0,30.0,1.1538461538,1.0,379.0,18.95,12.5,11164.0,558.2,486.0,14.0,Kimai
977,0,1129,415,0.7844990548,0,33,0.8918918919000001,0.3224489796,0.4693877551,0.8816326531,0,7.0,4.0,965.0,137.8571428571,28.0,0.0,0.0,0.0,7.0,1.0,1.0,60.0,60.0,60.0,1129.0,1129.0,1129.0,2.0,Kimai
978,0,2587,1014,0.7539033457000001,0,10,0.5555555556,0.0,0.0,0.0,1,4.0,3.0,15.0,3.75,3.5,10.0,3.3333333333,3.0,6.0,1.5,1.5,151.0,37.75,4.0,4386.0,1096.5,975.0,0.0,Kimai
979,0,1726,710,0.7906458797,0,8,1.0,,,1.0,0,3.0,2.0,31.0,10.3333333333,5.0,23.0,7.6666666667,3.0,13.0,4.3333333333,2.0,13.0,4.3333333333,2.0,377.0,125.6666666667,6.0,0.0,Kimai
980,0,2403,981,0.7610550815,0,13,0.7222222222,0.40625,0.90625,1.0,0,7.0,20.0,45.0,7.5,2.0,10.0,1.6666666667,2.0,11.0,1.5714285714,1.0,488.0,81.3333333333,67.0,8556.0,1426.0,1621.0,2.0,Kimai
981,0,1448,587,0.7837116155,0,19,0.8636363636000001,0.8260869565000001,1.0,0.8804347826000001,0,20.0,18.0,626.0,31.3,21.5,63.0,12.6,6.0,36.0,1.8,1.0,199.0,15.3076923077,4.0,8495.0,653.4615384615,609.0,0.0,Kimai
982,0,774,166,0.6916666667,0,25,0.7812500000000001,,,,0,,,,,,,,,,,,,,,,,,,Kimai
983,0,2358,967,0.7620173365,0,9,0.6428571429000001,1.0,1.0,1.0,0,20.0,8.0,186.0,9.7894736842,2.0,230.0,14.375,1.0,40.0,2.0,1.0,414.0,20.7,8.0,26099.0,1304.95,1458.0,1.0,Kimai
984,0,1329,520,0.7902735562000001,0,10,0.9090909091,,,,0,2.0,4.0,14.0,7.0,7.0,14.0,7.0,7.0,3.0,1.5,1.5,58.0,29.0,29.0,2200.0,1100.0,1100.0,0.0,Kimai
985,0,751,148,0.6727272727,0,15,0.652173913,1.0,1.0,1.0,0,12.0,4.0,12.0,1.0,1.0,6.0,1.0,1.0,12.0,1.0,1.0,295.0,24.5833333333,23.5,8993.0,749.4166666667,751.0,0.0,Kimai
986,0,2224,1,0.0008361204,0,1,0.0555555556,,,,0,1.0,4.0,6.0,6.0,6.0,1.0,1.0,1.0,2.0,2.0,2.0,37.0,37.0,37.0,2214.0,2214.0,2214.0,0.0,Kimai
987,0,893,1,0.0030959752,0,1,0.037037037,,,,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,9.0,9.0,9.0,0.0,Kimai
988,0,1985,844,0.7902621723000001,0,11,0.6875,,,,0,3.0,1.0,15.0,5.0,1.0,5.0,1.6666666667,1.0,8.0,2.6666666667000003,1.0,9.0,3.0,3.0,124.0,41.3333333333,42.0,0.0,Kimai
989,0,2289,84,0.068852459,0,5,0.3333333333,,,,0,2.0,8.0,0.0,0.0,0.0,56.0,28.0,28.0,4.0,2.0,2.0,117.0,58.5,58.5,2508.0,1254.0,1254.0,0.0,Kimai
990,0,1353,527,0.7889221557,0,11,0.7333333333000001,,,,0,3.0,8.0,36.0,12.0,16.0,4.0,4.0,4.0,3.0,1.0,1.0,174.0,58.0,75.0,2410.0,803.3333333333,903.0,0.0,Kimai
991,0,610,71,0.5590551181,0,18,0.9,0.0,0.0,0.6279069767000001,1,141.0,3.0,747.0,7.9468085106,3.0,463.0,3.5075757576,2.0,398.0,2.8226950355,2.0,835.0,5.9219858156,5.0,43754.0,310.3120567376,167.0,1.0,Kimai
992,0,1280,504,0.7862714509000001,0,17,0.7391304348000001,1.0,1.0,1.0,0,6.0,2.0,29.0,4.8333333333,5.5,7.0,1.75,2.0,12.0,2.0,2.0,127.0,21.1666666667,21.5,3738.0,623.0,623.0,0.0,Kimai
993,0,2478,91,0.0696250956,0,1,0.25,1.0,1.0,1.0,1,6.0,18.0,15.0,3.0,2.0,5.0,1.6666666667,2.0,7.0,1.1666666667,1.0,375.0,75.0,7.0,3992.0,798.4,215.0,1.0,Kimai
994,0,1466,1,0.0013140604,0,1,0.0434782609,0.0,0.067833698,0.1728665208,0,24.0,27.0,2008.0,91.2727272727,39.0,9.0,1.8,1.0,26.0,1.1818181818,1.0,617.0,25.7083333333,8.5,16231.0,676.2916666667,678.5,0.0,Kimai
995,0,474,46,0.4554455446,0,8,0.1632653061,1.0,1.0,0.9523809524,0,19.0,3.0,536.0,31.5294117647,26.0,134.0,14.8888888889,5.0,29.0,1.5263157895,1.0,102.0,10.2,9.0,2941.0,294.1,474.0,5.0,Kimai
996,0,965,4,0.0101522843,0,1,0.0357142857,,,,0,11.0,7.0,548.0,49.8181818182,23.0,8.0,8.0,8.0,29.0,2.6363636364,1.0,75.0,6.8181818182,3.0,2923.0,265.7272727273,129.0,0.0,Kimai
997,0,446,31,0.4492753623,0,30,0.5660377358,1.0,1.0,1.0,0,3.0,2.0,30.0,10.0,6.0,6.0,3.0,3.0,3.0,1.0,1.0,40.0,13.3333333333,14.0,1338.0,446.0,446.0,0.0,Kimai
998,0,470,1,0.0103092784,0,1,0.0151515152,,,,0,3.0,1.0,25.0,8.3333333333,8.0,17.0,8.5,8.5,3.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,7.0,Kimai
999,0,1400,558,0.7815126050000001,0,20,0.5714285714,,,,1,5.0,1.0,33.0,6.6,7.0,45.0,9.0,11.0,15.0,3.0,3.0,14.0,2.8,3.0,195.0,39.0,39.0,0.0,Kimai
1000,0,993,1,0.0023201856,0,1,0.0243902439,,,,0,7.0,7.0,398.0,56.8571428571,24.0,0.0,0.0,0.0,25.0,3.5714285714000003,1.0,70.0,10.0,4.0,1761.0,251.5714285714,157.0,0.0,Kimai
1001,0,1048,363,0.7707006369,0,19,0.95,0.6633064516,0.9314516129,1.0,0,141.0,16.0,1951.0,19.9081632653,6.5,1275.0,12.75,4.0,319.0,2.2949640288,1.0,1873.0,15.2276422764,7.0,55142.0,448.3089430894,441.0,6.0,Kimai
1002,0,1873,802,0.7924901186000001,0,28,0.8484848485,,,,1,9.0,12.0,81.0,9.0,4.0,15.0,1.875,1.0,14.0,1.5555555556,2.0,194.0,21.5555555556,16.0,9409.0,1045.4444444444,990.0,0.0,Kimai
1003,0,442,6,0.1463414634,0,5,0.2,0.3880597015,1.0,0.3880597015,0,6.0,2.0,128.0,21.3333333333,8.5,87.0,43.5,43.5,9.0,1.5,1.0,39.0,6.5,5.5,2644.0,440.6666666667,441.0,0.0,Kimai
1004,0,1799,741,0.7899786780000001,0,12,0.8,0.0,1.0,0.0,1,5.0,21.0,27.0,5.4,2.0,43.0,8.6,2.0,17.0,3.4,1.0,170.0,34.0,11.0,4324.0,864.8,770.0,0.0,Kimai
1005,0,2598,1016,0.7525925926,0,11,0.5238095238,1.0,1.0,1.0,1,3.0,6.0,5.0,1.6666666667,2.0,7.0,2.3333333333,3.0,3.0,1.0,1.0,155.0,51.6666666667,11.0,6392.0,2130.6666666667,1897.0,3.0,Kimai
1006,0,1808,743,0.7887473461000001,0,9,0.6923076923,0.0,1.0,1.0,0,2.0,3.0,9.0,4.5,4.5,0.0,0.0,0.0,2.0,1.0,1.0,70.0,35.0,35.0,2930.0,1465.0,1465.0,0.0,Kimai
1007,0,2280,71,0.0585808581,0,3,0.3333333333,,,,0,9.0,13.0,153.0,17.0,12.0,2.0,2.0,2.0,10.0,1.1111111111,1.0,185.0,20.5555555556,14.0,12864.0,1429.3333333333,1444.0,0.0,Kimai
1008,0,447,32,0.4571428571,0,31,0.5740740741,0.6504854369,1.0,0.9126213592,1,16.0,2.0,311.0,19.4375,10.5,36.0,3.2727272727,3.0,32.0,2.0,1.5,126.0,9.0,9.0,5325.0,380.3571428571,446.0,0.0,Kimai
1009,0,741,1,0.0048309179,0,1,0.0666666667,,,,0,,,,,,,,,,,,,,,,,,,Kimai
1010,0,1409,566,0.7806896552,0,22,0.5641025641,,,,1,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,64.0,32.0,32.0,1732.0,866.0,866.0,1.0,Kimai
1011,0,438,28,0.9655172414,0,13,1.0,0.7081081081,1.0,1.0,0,11.0,1.0,602.0,54.7272727273,50.0,92.0,46.0,46.0,23.0,2.0909090909,1.0,41.0,4.5555555556,4.0,3903.0,433.6666666667,438.0,0.0,Kimai
1012,0,1011,1,0.0022573363,0,1,0.027027027,,,,0,1.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,71.0,71.0,71.0,1011.0,1011.0,1011.0,0.0,Kimai
1013,0,1419,569,0.7815934066,0,21,0.5526315789,0.2857142857,0.0,1.0,0,9.0,8.0,54.0,6.0,4.0,63.0,7.875,9.0,35.0,3.8888888889,4.0,221.0,24.5555555556,20.0,8037.0,893.0,810.0,0.0,Kimai
1014,0,1328,1,0.0015243902,0,1,0.1,,,,0,15.0,10.0,210.0,14.0,6.0,58.0,5.8,3.5,39.0,2.6,2.0,137.0,9.1333333333,5.0,8512.0,567.4666666667,492.0,0.0,Kimai
1015,0,1751,723,0.7901639344,0,16,0.8,1.0,1.0,1.0,0,7.0,20.0,130.0,18.5714285714,8.0,74.0,14.8,10.0,17.0,2.4285714286,3.0,131.0,26.2,10.0,6669.0,1333.8,1728.0,0.0,Kimai
1016,0,2334,961,0.7620935765,0,14,0.4242424242,0.0,0.0229885057,0.0459770115,1,18.0,20.0,87.0,5.4375,2.0,45.0,5.0,2.0,28.0,1.5555555556,1.0,667.0,39.2352941176,10.0,22683.0,1334.2941176471,1685.0,1.0,Kimai
1017,0,1061,372,0.7733887734,0,21,0.9545454545,1.0,0.75,0.8333333333,0,24.0,16.0,1594.0,72.4545454545,17.0,9.0,1.8,1.0,22.0,1.1,1.0,387.0,18.4285714286,7.0,8931.0,425.2857142857,360.0,0.0,Kimai
1018,0,984,311,0.7603911980000001,0,21,0.8076923077,0.7142857143,1.0,1.0,0,10.0,7.0,58.0,6.4444444444,3.0,21.0,3.5,1.5,18.0,1.8,1.0,161.0,16.1,10.5,3745.0,374.5,453.5,0.0,Kimai
1019,0,1917,815,0.7935735151000001,0,4,0.8,0.7857142857,0.7857142857,1.0,1,9.0,8.0,36.0,4.0,2.0,15.0,2.1428571429,1.0,11.0,1.2222222222,1.0,225.0,25.0,11.0,9939.0,1104.3333333333,888.0,1.0,Kimai
1020,0,1524,630,0.7845579078,0,15,0.9375,1.0,1.0,0.8636363636000001,0,15.0,9.0,262.0,18.7142857143,14.0,64.0,5.8181818182,6.0,38.0,2.5333333333,3.0,308.0,23.6923076923,10.0,9307.0,715.9230769231,685.0,1.0,Kimai
1021,0,963,299,0.7608142494,0,28,0.875,0.0,0.0,1.0,1,3.0,4.0,17.0,5.6666666667,4.0,12.0,4.0,4.0,10.0,3.3333333333,4.0,34.0,11.3333333333,7.0,1314.0,438.0,321.0,0.0,Kimai
1022,0,1095,1,0.0020325203,0,1,0.125,,,,1,1.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,355.0,355.0,355.0,0.0,Kimai
1023,0,740,140,0.6796116505,0,12,0.8571428571,0.2272727273,1.0,1.0,0,4.0,1.0,188.0,47.0,27.5,0.0,0.0,0.0,4.0,1.0,1.0,4.0,1.0,1.0,160.0,40.0,40.0,0.0,Kimai
1024,0,2259,69,0.0572139303,0,2,0.2857142857,,,,0,4.0,5.0,9.0,2.25,2.0,5.0,1.6666666667,2.0,5.0,1.25,1.0,53.0,13.25,11.5,6936.0,1734.0,1559.0,0.0,Kimai
1025,0,1950,37,0.0353053435,0,4,0.2352941176,,,,0,13.0,18.0,58.0,4.4615384615,4.0,14.0,2.8,1.0,21.0,1.6153846154,1.0,494.0,38.0,26.0,11705.0,900.3846153846,740.0,0.0,Kimai
1026,0,459,46,0.5054945055,0,45,0.6000000000000001,0.1517857143,0.4672619048,0.7142857143,0,6.0,2.0,841.0,140.1666666667,1.0,23.0,5.75,2.0,8.0,1.3333333333,1.0,55.0,11.0,10.0,2295.0,459.0,459.0,1.0,Kimai
1027,0,1956,835,0.7914691943000001,0,8,0.5714285714,0.8823529412000001,0.8823529412000001,1.0,1,14.0,21.0,30.0,2.3076923077,2.0,20.0,1.6666666667,1.5,24.0,1.7142857143,1.0,644.0,49.5384615385,36.0,19183.0,1598.5833333333,1710.0,3.0,Kimai
1028,0,1607,667,0.7865566038,0,18,0.8571428571,,,,0,3.0,2.0,34.0,11.3333333333,13.0,25.0,8.3333333333,9.0,6.0,2.0,1.0,16.0,5.3333333333,4.0,1208.0,402.6666666667,558.0,5.0,Kimai
1029,0,1466,3,0.0039370079,0,1,0.0416666667,,,,0,3.0,8.0,90.0,30.0,8.0,2.0,2.0,2.0,5.0,1.6666666667,1.0,65.0,21.6666666667,9.0,1995.0,665.0,541.0,0.0,Kimai
1030,0,2136,897,0.7889182058,0,6,0.6666666667000001,,,,0,1.0,1.0,16.0,16.0,16.0,1.0,1.0,1.0,3.0,3.0,3.0,6.0,6.0,6.0,313.0,313.0,313.0,0.0,Kimai
1031,0,1821,757,0.7885416667,0,23,0.7419354839000001,,,,0,5.0,18.0,85.0,17.0,27.0,67.0,13.4,21.0,8.0,1.6,2.0,288.0,57.6,9.0,3292.0,658.4,460.0,3.0,Kimai
1032,0,946,287,0.7552631579,0,42,0.8936170213,0.8571428571,0.8571428571,0.8571428571,1,3.0,6.0,23.0,7.6666666667,4.0,15.0,5.0,3.0,5.0,1.6666666667,1.0,86.0,28.6666666667,31.0,1956.0,652.0,505.0,0.0,Kimai
1033,0,2494,998,0.7589353612,0,3,0.3,0.5023696682000001,0.0023696682,0.0900473934,0,26.0,32.0,334.0,13.36,4.0,606.0,31.8947368421,7.0,108.0,4.1538461538,2.0,1373.0,54.92,32.0,48375.0,1935.0,2019.0,2.0,Kimai
1034,0,1841,772,0.7909836066,0,25,0.8620689655,0.3225806452,1.0,1.0,0,13.0,22.0,158.0,12.1538461538,12.0,35.0,3.5,1.0,23.0,1.7692307692,2.0,584.0,44.9230769231,12.0,10657.0,819.7692307692,240.0,2.0,Kimai
1035,0,819,172,0.6880000000000001,0,2,0.3333333333,1.0,1.0,1.0,1,2.0,3.0,4.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,36.0,18.0,18.0,1615.0,807.5,807.5,0.0,Kimai
1036,0,1113,399,0.7808219178,0,18,0.8571428571,0.7068403909000001,0.9348534202,0.9706840391,0,75.0,13.0,1870.0,25.6164383562,5.0,949.0,17.5740740741,3.0,147.0,1.96,1.0,686.0,9.9420289855,5.0,25953.0,376.1304347826,275.0,0.0,Kimai
1037,0,1597,655,0.7844311377000001,0,7,0.7777777778,0.0,0.0,0.0,0,7.0,1.0,134.0,19.1428571429,12.0,59.0,14.75,18.0,13.0,1.8571428571,1.0,12.0,2.4,2.0,1265.0,253.0,236.0,0.0,Kimai
1038,0,1750,1,0.0010952903,0,1,0.0526315789,1.0,1.0,1.0,0,4.0,1.0,98.0,24.5,29.0,12.0,12.0,12.0,5.0,1.25,1.0,16.0,8.0,8.0,1131.0,565.5,565.5,0.0,Kimai
1039,0,1920,821,0.7940038685,0,10,0.8333333333,,,,0,2.0,3.0,3.0,1.5,1.5,3.0,1.5,1.5,2.0,1.0,1.0,101.0,50.5,50.5,2754.0,1377.0,1377.0,1.0,Kimai
1040,0,1808,745,0.7891949153000001,0,11,0.7333333333000001,,,,0,1.0,1.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,14.0,14.0,14.0,1334.0,1334.0,1334.0,0.0,Kimai
1041,0,1369,541,0.7932551320000001,0,18,0.8571428571,,,,0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,58.0,29.0,29.0,1653.0,826.5,826.5,4.0,Kimai
1042,0,986,314,0.756626506,0,22,0.7333333333000001,,,,0,2.0,1.0,0.0,0.0,0.0,41.0,20.5,20.5,2.0,1.0,1.0,17.0,8.5,8.5,499.0,249.5,249.5,0.0,Kimai
1043,0,1709,705,0.7894736842000001,0,10,0.9090909091,1.0,1.0,1.0,0,22.0,21.0,247.0,15.4375,4.5,350.0,19.4444444444,5.0,31.0,1.4090909091,1.0,342.0,15.5454545455,6.0,16826.0,764.8181818182,787.0,0.0,Kimai
1044,0,871,224,0.7320261438,0,33,0.9166666667,0.0263157895,0.0,0.0,0,16.0,10.0,8.0,2.6666666667000003,2.0,287.0,17.9375,12.0,18.0,1.125,1.0,414.0,25.875,27.5,7066.0,441.625,422.0,6.0,Kimai
1045,0,1436,579,0.7834912043000001,0,18,0.8571428571,0.0,1.0,1.0,0,10.0,4.0,119.0,11.9,5.5,41.0,5.8571428571,4.0,15.0,1.5,1.0,74.0,8.2222222222,5.0,4995.0,555.0,552.0,0.0,Kimai
1046,0,462,48,0.5161290323000001,0,47,0.6103896104000001,1.0,1.0,1.0,0,11.0,2.0,76.0,8.4444444444,7.0,87.0,8.7,4.0,23.0,2.0909090909,1.0,69.0,6.2727272727,2.0,1417.0,128.8181818182,12.0,0.0,Kimai
1047,0,1515,627,0.7837500000000001,0,13,0.8125,0.7582417582000001,0.7802197802,1.0,0,5.0,4.0,200.0,40.0,45.0,4.0,2.0,2.0,7.0,1.4,1.0,94.0,31.3333333333,27.0,2436.0,812.0,632.0,0.0,Kimai
1048,0,2329,959,0.7629276054,0,15,0.4285714286,0.0,0.0,0.0,1,46.0,20.0,406.0,40.6,5.0,518.0,11.2608695652,4.0,49.0,1.0652173913,1.0,700.0,15.2173913043,12.0,57060.0,1240.4347826087,1629.0,0.0,Kimai
1049,0,686,120,0.652173913,0,22,0.7586206897000001,1.0,1.0,1.0,0,3.0,3.0,26.0,8.6666666667,9.0,20.0,6.6666666667,2.0,4.0,1.3333333333,1.0,26.0,8.6666666667,3.0,844.0,281.3333333333,79.0,1.0,Kimai
1050,0,1104,391,0.7773359841,0,13,0.8125,1.0,1.0,0.8095238095,0,8.0,5.0,279.0,34.875,40.0,8.0,2.0,2.0,9.0,1.125,1.0,58.0,7.25,7.5,6539.0,817.375,1081.0,0.0,Kimai
1051,0,449,37,0.4683544304,0,36,0.5714285714,,,,0,13.0,2.0,1561.0,120.0769230769,11.0,755.0,107.8571428571,10.0,13.0,1.0,1.0,45.0,5.625,3.0,1817.0,259.5714285714,446.0,0.0,Kimai
1052,0,1256,490,0.7877813505,0,27,0.7941176471,1.0,1.0,1.0,0,6.0,4.0,136.0,22.6666666667,5.0,5.0,1.25,1.0,7.0,1.1666666667,1.0,35.0,8.75,9.0,2071.0,517.75,558.0,0.0,Kimai
1053,0,2016,855,0.7894736842000001,0,11,0.7333333333000001,,,,0,4.0,3.0,5.0,1.25,1.0,5.0,1.25,1.0,4.0,1.0,1.0,99.0,24.75,9.5,2817.0,704.25,632.0,1.0,Kimai
1054,0,931,271,0.7506925208,0,31,0.8611111111,0.7306273063000001,0.8616236162,0.9225092251,0,81.0,12.0,908.0,13.1594202899,4.0,445.0,6.8461538462,3.0,130.0,1.6049382716,1.0,1434.0,18.3846153846,10.0,32971.0,422.7051282051,482.0,4.0,Kimai
1055,0,1397,60,0.0853485064,0,8,0.32,0.0,0.0,1.0,0,1.0,2.0,1.0,1.0,1.0,7.0,7.0,7.0,2.0,2.0,2.0,27.0,27.0,27.0,946.0,946.0,946.0,0.0,Kimai
1056,0,0,4,0.8,0,4,0.8,,,,0,,,,,,,,,,,,,,,,,,,Kimai
1057,0,986,317,0.7583732057,0,25,0.7575757576000001,0.0,0.0,0.0,1,3.0,2.0,14.0,4.6666666667,6.0,22.0,7.3333333333,9.0,4.0,1.3333333333,1.0,17.0,5.6666666667,6.0,2102.0,700.6666666667,986.0,0.0,Kimai
1058,0,2447,994,0.7622699387,0,7,0.7777777778,0.0,0.0,0.0,0,57.0,30.0,446.0,8.1090909091,3.0,306.0,6.9545454545,2.0,93.0,1.6315789474,1.0,1697.0,32.0188679245,9.0,64344.0,1214.0377358491,1087.0,5.0,Kimai
1059,0,1605,661,0.7850356295,0,12,0.8,0.0,1.0,1.0,0,3.0,3.0,43.0,14.3333333333,15.0,1.0,1.0,1.0,4.0,1.3333333333,1.0,68.0,22.6666666667,19.0,3052.0,1017.3333333333,919.0,0.0,Kimai
1060,0,1918,816,0.7937743191000001,0,5,0.8333333333,0.2698412698,0.0,0.2222222222,0,8.0,3.0,109.0,13.625,9.5,123.0,17.5714285714,4.0,11.0,1.375,1.0,46.0,5.75,3.0,6560.0,820.0,725.5,0.0,Kimai
1061,0,630,86,0.6013986014,0,24,0.8888888889000001,,,,0,,,,,,,,,,,,,,,,,,,Kimai
1062,0,2156,907,0.7846020761,0,12,0.5454545455,1.0,1.0,1.0,0,1.0,1.0,5.0,5.0,5.0,0.0,0.0,0.0,3.0,3.0,3.0,15.0,15.0,15.0,1318.0,1318.0,1318.0,0.0,Kimai
1063,0,1793,739,0.7903743316,0,10,0.8333333333,,,,0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,6.0,6.0,6.0,553.0,553.0,553.0,0.0,Kimai
1064,0,752,150,0.6756756757,0,17,0.68,0.9666666667,1.0,1.0,0,3.0,1.0,235.0,78.3333333333,94.0,5.0,5.0,5.0,3.0,1.0,1.0,2.0,2.0,2.0,52.0,52.0,52.0,0.0,Kimai
1065,0,1770,24,0.0258342304,0,2,0.0952380952,,,,0,23.0,15.0,589.0,25.6086956522,12.0,13.0,1.8571428571,1.0,32.0,1.3913043478,1.0,688.0,29.9130434783,12.0,21630.0,940.4347826087,671.0,0.0,Kimai
1066,0,2630,1,0.0007342144,0,1,0.0833333333,,,,0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,9.0,9.0,9.0,562.0,562.0,562.0,0.0,Kimai
1067,0,2383,971,0.7615686275,0,5,0.7142857143,1.0,1.0,1.0,1,6.0,4.0,48.0,9.6,5.0,74.0,12.3333333333,4.0,8.0,1.3333333333,1.0,132.0,22.0,15.5,6457.0,1076.1666666667,948.0,0.0,Kimai
1068,0,1108,397,0.7799607073,0,18,0.8571428571,,,,0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,40.0,20.0,20.0,1131.0,565.5,565.5,3.0,Kimai
1069,0,667,1,0.0060240964,0,1,0.0476190476,,,,0,6.0,3.0,1030.0,171.6666666667,39.5,0.0,0.0,0.0,6.0,1.0,1.0,34.0,5.6666666667,3.0,1751.0,291.8333333333,217.0,0.0,Kimai
1070,0,1488,8,0.010178117,0,7,0.2121212121,,,,0,13.0,4.0,591.0,45.4615384615,23.0,144.0,18.0,2.5,21.0,1.6153846154,1.0,49.0,3.7692307692,3.0,3131.0,240.8461538462,178.0,0.0,Kimai
1071,0,101,2,0.0044843049,0,2,0.0555555556,,1.0,,1,3.0,2.0,5.0,1.6666666667,1.0,5.0,1.6666666667,1.0,5.0,1.6666666667,1.0,184.0,61.3333333333,75.0,515.0,171.6666666667,172.0,0.0,Krayin
1072,1,79,128,0.309178744,0,11,0.3666666667,,,,0,,,,,,,,,,,,,,,,,,,Krayin
1073,1,30,158,0.4463276836,0,96,0.4085106383,0.9534883721,1.0,1.0,0,23.0,2.0,216.0,9.3913043478,5.0,67.0,3.7222222222,1.0,55.0,2.3913043478,2.0,531.0,23.0869565217,12.0,1968.0,85.5652173913,90.0,3.0,Krayin
1074,1,-71,1,0.1428571429,0,1,0.1428571429,0.976276771,0.8909390445,0.8942339374,0,57.0,1.0,3735.0,65.5263157895,13.0,2.0,1.0,1.0,53.0,1.0392156863,1.0,6.0,1.0,1.0,6.0,1.0,1.0,27.0,Krayin
1075,0,118,226,0.3233190272,0,91,0.3357933579,1.0,1.0,1.0,0,8.0,4.0,29.0,3.625,1.5,11.0,1.375,1.0,12.0,1.5,1.0,92.0,11.5,4.5,718.0,102.5714285714,142.0,0.0,Krayin
1076,0,157,113,0.1115498519,0,37,0.1468253968,,,,0,1.0,2.0,6.0,6.0,6.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,6.0,6.0,6.0,0.0,Krayin
1077,0,242,39,0.0296577947,0,28,0.2745098039,1.0,1.0,1.0,1,2.0,2.0,10.0,5.0,5.0,7.0,3.5,3.5,4.0,2.0,2.0,3.0,1.5,1.5,36.0,18.0,18.0,0.0,Krayin
1078,0,452,25,0.0169721656,0,25,0.2688172043,0.0,0.0,0.0,0,1.0,6.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,61.0,61.0,61.0,476.0,476.0,476.0,0.0,Krayin
1079,0,144,267,0.288961039,0,73,0.2205438066,,,,1,2.0,2.0,4.0,2.0,2.0,4.0,2.0,2.0,4.0,2.0,2.0,11.0,5.5,5.5,240.0,120.0,120.0,0.0,Krayin
1080,0,106,3,0.0058479532,0,3,0.0291262136,0.0,0.0,0.0,0,1.0,1.0,8.0,8.0,8.0,8.0,8.0,8.0,2.0,2.0,2.0,1.0,1.0,1.0,117.0,117.0,117.0,0.0,Krayin
1081,0,104,164,0.3313131313,0,38,0.4470588235,1.0,1.0,1.0,1,1.0,2.0,19.0,19.0,19.0,16.0,16.0,16.0,1.0,1.0,1.0,11.0,11.0,11.0,163.0,163.0,163.0,0.0,Krayin
1082,0,127,5,0.0064850843,0,5,0.0151057402,1.0,1.0,1.0,0,12.0,7.0,177.0,14.75,4.5,58.0,5.2727272727,4.0,22.0,1.8333333333,2.0,444.0,40.3636363636,25.0,1742.0,158.3636363636,187.0,0.0,Krayin
1083,0,2885,1656,0.5897435897000001,0,40,0.4597701149,0.4615384615,0.4615384615,1.0,1,3.0,7.0,32.0,10.6666666667,11.0,1.0,1.0,1.0,5.0,1.6666666667,1.0,144.0,72.0,72.0,2751.0,1375.5,1375.5,0.0,Microweber
1084,1,1510,16,1.0,0,16,1.0,0.4232779395,0.5185428598,0.9732419491,0,1279.0,1.0,210344.0,237.9457013575,26.0,168316.0,366.7015250545,73.0,1531.0,1.2356739306,1.0,904.0,1.8794178794,2.0,949.0,1.972972973,2.0,1126.0,Microweber
1085,1,1513,37,1.0,0,37,1.0,0.2830490405,0.1939232409,0.063326226,0,80.0,1.0,956.0,36.7692307692,2.0,25942.0,341.3421052632,180.0,96.0,1.2,1.0,396.0,5.0769230769,4.0,275.0,3.6666666667,5.0,3.0,Microweber
1086,1,1511,23,1.0,0,23,1.0,0.2408475502,0.3540768624,0.6444660312,0,64.0,1.0,33759.0,527.484375,111.0,31.0,7.75,4.0,66.0,1.0476190476,1.0,187.0,4.675,5.0,133.0,3.325,3.0,4.0,Microweber
1087,1,1740,506,0.8679245283,0,39,0.8297872340000001,,,,1,5.0,3.0,93.0,18.6,9.0,79.0,15.8,12.0,22.0,4.4,5.0,125.0,25.0,5.0,1151.0,230.2,229.0,0.0,Microweber
1088,1,1539,163,0.876344086,0,156,0.8715083799000001,1.0,1.0,0.0,1,4.0,2.0,33.0,8.25,7.5,33.0,8.25,9.0,15.0,3.75,2.5,126.0,31.5,31.0,119.0,29.75,31.0,0.0,Microweber
